,age_fighter1,reach_fighter1,height_fighter1,days_since_last_comp_fighter1,num_fights_fighter1,last_5_win_ratio_fighter1,L15_ER_average_fighter1,prev_elo_fighter1,prev_trueskill_fighter1,win/lose_streak_fighter1,finish_pcnt_fighter1,total_win/loss_ratio_fighter1,days_since_started_fighter1,sig_strikes_per_minute_fighter1,age_fighter2,reach_fighter2,height_fighter2,days_since_last_comp_fighter2,num_fights_fighter2,last_5_win_ratio_fighter2,L15_ER_average_fighter2,prev_elo_fighter2,prev_trueskill_fighter2,win/lose_streak_fighter2,finish_pcnt_fighter2,total_win/loss_ratio_fighter2,days_since_started_fighter2,sig_strikes_per_minute_fighter2,division_Catch Weight,division_Featherweight,division_Flyweight,division_Heavyweight,division_Light Heavyweight,division_Lightweight,division_Middleweight,division_Open Weight,division_Super Heavyweight,division_Welterweight,division_Women's Bantamweight,division_Women's Featherweight,division_Women's Flyweight,division_Women's Strawweight
4001,12442.0,75.0,73.0,232.0,2.0,0.872435,0.7973333333333333,1227.2561998406986,28.54386121628126,1,0.0,1.0,232,2.0666666666666664,9757.0,75.0,75.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4269,15917.0,74.0,71.0,134.0,12.0,0.4,0.5098666666666667,1280.5138101514606,36.46200350269519,-3,0.36363636363636365,0.5454545454545454,5791,0.37213509279149776,11806.0,76.0,73.0,107.0,13.0,0.4,0.35766666666666663,1367.41908988984,36.074165789399714,1,0.75,0.5,2374,0.4522714300104086,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6975,9358.0,73.0,69.0,78.0,2.0,0.872435,0.6526666666666667,1235.2590346018308,29.205271266712927,1,0.0,1.0,78,2.2,11929.0,67.0,66.0,183.0,3.0,0.513853,0.44733333333333336,1182.866187114618,25.587616072799776,1,0.5,0.5,309,1.088888888888889,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5297,9106.0,72.0,70.0,86.0,2.0,0.872435,0.85,1242.7059464889423,31.791507577064024,1,1.0,1.0,86,5.142857142857143,9506.0,75.0,71.0,86.0,8.0,0.6,0.7395555555555556,1225.0174979222134,28.018606111293348,1,0.14285714285714285,0.5714285714285714,1042,0.7875417130144605,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3938,11364.0,72.0,67.0,104.0,10.0,0.4,0.5342222222222222,1236.8321407474832,29.37960641520801,2,0.4444444444444444,0.6666666666666666,1896,0.36689907417990625,11150.0,74.0,73.0,118.0,4.0,0.894355,0.8175555555555555,1330.2760386512762,35.561097918607125,3,0.0,1.0,370,2.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4553,11812.0,70.0,67.0,223.0,19.0,0.4,0.5462666666666665,1305.841538565761,31.65624594853263,-1,0.5555555555555556,0.5555555555555556,2736,0.23279010406440212,13122.0,69.0,67.0,97.0,2.0,0.872435,0.724,1246.912569839227,29.205271266712927,1,1.0,1.0,97,5.485714285714286,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5740,11418.0,71.0,70.0,349.0,4.0,0.644355,0.4664,1259.6030270842523,28.10246439188844,-1,0.6666666666666666,0.6666666666666666,860,2.650345928685471,10803.0,67.0,66.0,132.0,7.0,0.6,0.5828888888888889,1267.548950298116,26.813155901043057,-1,0.5,0.6666666666666666,1175,0.373134328358209,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6838,9340.0,70.0,70.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,10041.0,71.0,69.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,0,1,0,0,0,0,0,0,0,0,0,0,0,0
960,13827.0,77.0,75.0,307.0,10.0,0.4,0.4098333333333333,1250.5312510466715,33.98301971406544,-1,0.3333333333333333,0.5555555555555556,2470,0.4520788600429436,13809.0,73.0,72.0,174.0,12.0,0.6,0.20475000000000002,1249.1824949153176,31.765920195339262,-2,1.0,0.5454545454545454,1588,0.37556658752428235,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4625,11905.0,78.0,73.0,146.0,11.0,0.6,0.5212,1355.5665994566914,33.0914268288113,2,0.6,0.7,2708,0.37222619899785253,12149.0,75.0,75.0,86.0,3.0,0.513853,0.57,1202.1476045202312,25.033338241932924,1,0.5,0.5,258,3.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6776,11546.0,74.0,72.0,202.0,2.0,0.872435,0.4999737878964292,1245.2648684675933,29.205271266712927,1,1.0,1.0,202,3.6842105263157894,10112.0,75.0,74.0,132.0,2.0,0.872435,0.766,1235.2590346018308,29.205271266712927,1,0.0,1.0,132,2.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
777,12447.0,76.0,73.0,571.0,7.0,0.6,0.4999737878964292,1283.921349491288,30.176098577922687,1,0.8333333333333334,0.6666666666666666,1397,1.0168205387631213,12465.0,75.0,71.0,396.0,15.0,0.4,0.48506666666666665,1153.4097212711988,26.695771344226383,2,0.42857142857142855,0.42857142857142855,3463,0.32429534997989906,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1801,11555.0,68.0,68.0,137.0,4.0,0.894355,0.2525,1255.673441412181,34.708144258489774,3,0.0,1.0,564,1.2464088397790056,9218.0,72.0,69.0,109.0,10.0,0.6,0.62075,1394.8406240356096,34.484853958190655,2,0.5555555555555556,0.7777777777777778,1201,0.8605529738223396,0,1,0,0,0,0,0,0,0,0,0,0,0,0
66,11998.0,74.0,73.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,13583.0,73.0,71.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,0,0,0,0,0,0,1,0,0,0,0,0,0,0
415,10129.0,71.0,70.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,9183.0,70.0,69.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1494,11453.0,70.0,70.0,179.0,3.0,0.513853,0.26266666666666666,1220.5535035733224,30.262300715403484,1,0.5,0.5,326,2.177777777777778,10950.0,70.0,69.0,123.0,18.0,0.6,0.4577333333333333,1244.7846107664277,27.61133531355304,1,0.4117647058823529,0.5294117647058824,2965,0.48132076412788666,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1497,9096.0,71.0,67.0,102.0,4.0,0.644355,0.22959999999999997,1249.4072761561604,27.910069073553327,1,0.6666666666666666,0.6666666666666666,438,0.6974209952778787,11845.0,72.0,73.0,161.0,11.0,0.4,0.5350769230769231,1164.4003250307062,23.78090738751843,-1,0.4,0.4,1950,0.6008988514675693,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1135,9451.0,75.0,73.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,10831.0,71.0,73.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1677,12831.0,75.0,73.0,354.0,20.0,0.6,0.6654666666666667,1421.6149473479131,34.869669049132604,1,0.5789473684210527,0.7368421052631579,2853,0.49364482246335895,12646.0,74.0,71.0,161.0,3.0,0.888853,0.7555000000000001,1315.2750776414075,33.83845429385085,2,0.5,1.0,284,1.9326923076923075,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6651,11828.0,73.0,73.0,172.0,5.0,0.526,0.5972500000000001,1225.0561546698696,28.31100441058621,-1,0.5,0.5,634,1.6089254257193188,11184.0,74.0,73.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1341,11565.0,66.0,69.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,10435.0,66.0,65.0,179.0,2.0,0.122435,0.4999737878964292,1200.0,25.0,-1,1.0,0.0,179,5.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4694,11862.0,75.0,68.0,515.0,13.0,0.6,0.5148571428571429,1298.163715416278,30.43155958127032,-1,0.5833333333333334,0.5833333333333334,2475,0.3467050503786219,10068.0,71.0,71.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6322,9856.0,70.0,70.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,9267.0,73.0,72.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5834,10780.0,65.0,65.0,207.0,4.0,0.644355,0.986,1281.1300024958705,29.26708731526255,2,0.6666666666666666,0.6666666666666666,634,1.4274193548387095,11310.0,65.0,65.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6293,11017.0,66.0,66.0,164.0,4.0,0.394355,0.4896666666666667,1186.7647335597865,22.998401499704457,-1,0.6666666666666666,0.3333333333333333,420,2.0485744456177404,10106.0,65.0,66.0,112.0,3.0,0.138853,0.27799999999999997,1117.2293049034456,19.0118196834703,-2,0.0,0.0,371,1.2771739130434783,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3575,9623.0,73.0,73.0,134.0,4.0,0.644355,0.5892,1253.0769089851728,29.470002203070603,2,0.6666666666666666,0.6666666666666666,680,0.991626267078008,11809.0,74.0,74.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1612,9310.0,71.0,72.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,11724.0,70.0,70.0,112.0,3.0,0.138853,0.28633333333333333,1123.0802479397364,18.555400594127875,-2,0.5,0.0,329,1.4179104477611941,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2233,11344.0,73.0,73.0,84.0,13.0,0.6,0.5888,1414.9325073855418,34.40726361667188,2,0.6666666666666666,0.75,1169,0.7468879668049792,10315.0,75.0,71.0,126.0,9.0,0.8,0.7716666666666665,1376.8998706990697,35.11845234670238,3,0.5,0.875,1246,0.8236101578586136,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3261,10557.0,72.0,72.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,8957.0,73.0,72.0,364.0,3.0,0.513853,0.492,1228.5492899269198,27.38914295483539,-1,0.5,0.5,399,3.4415584415584415,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3180,10570.0,72.0,71.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,8463.0,70.0,68.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,0,1,0,0,0,0,0,0,0,0,0,0,0,0
991,11863.0,75.0,75.0,164.0,9.0,0.6,0.3885714285714286,1265.0765461379235,30.672797056810825,1,0.625,0.625,1400,0.5428226779252111,11156.0,70.0,69.0,778.0,18.0,0.4,0.7289333333333333,1383.62581333921,34.66949804318112,-1,0.6470588235294118,0.6470588235294118,3120,0.40958791893720836,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4736,13412.0,77.0,76.0,315.0,8.0,0.8,0.6113333333333333,1401.4470084106324,36.82996528076154,3,0.7142857142857143,0.7142857142857143,2555,0.9809045226130653,11599.0,79.0,78.0,112.0,10.0,0.8,0.365,1452.3175495372204,38.03248259867219,3,0.7777777777777778,0.7777777777777778,1400,0.4700475270277328,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4977,9246.0,65.0,65.0,94.0,3.0,0.513853,0.6676666666666665,1220.1906424411382,25.158798278730625,-1,1.0,0.5,161,2.161729383506805,7563.0,63.0,64.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4543,10663.0,79.0,75.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,12058.0,80.0,80.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6779,9616.0,74.0,73.0,94.0,9.0,1.0,0.7355555555555555,1356.9740392063386,34.05384518613408,5,0.25,0.875,1400,0.7865329512893983,13503.0,73.0,72.0,94.0,4.0,0.894355,0.6937142857142857,1363.2962414498022,37.831101358526006,3,1.0,1.0,364,2.955187727089221,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4405,9342.0,70.0,70.0,210.0,6.0,1.0,0.9591428571428572,1411.0338398137535,37.12295655108579,5,0.4,1.0,820,0.9275644141954302,10767.0,70.0,68.0,234.0,14.0,1.0,0.45399999999999996,1459.9470573615806,33.286456285193744,5,0.38461538461538464,0.6923076923076923,1981,0.3863544232748137,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6866,10750.0,74.0,71.0,164.0,4.0,0.644355,0.5805,1271.05840014044,32.01104787186185,-1,0.6666666666666666,0.6666666666666666,364,1.4005835764902042,11231.0,72.0,72.0,126.0,5.0,0.151,0.1557142857142857,1116.016760494554,19.497562773546125,-4,0.75,0.0,2802,1.7321489579774514,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4348,10783.0,77.0,75.0,101.0,3.0,0.513853,0.528,1267.7986623191612,31.682954523901284,1,0.5,0.5,343,2.3736263736263736,12141.0,74.0,72.0,189.0,14.0,0.6,0.2601333333333333,1289.815052637112,32.617033205380174,1,0.38461538461538464,0.6153846153846154,2275,0.46220350254932385,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4327,11008.0,78.0,74.0,833.0,12.0,0.6,0.8556363636363638,1345.606741658695,31.98524477986344,-1,0.5454545454545454,0.6363636363636364,2510,0.5342362678705794,10805.0,79.0,74.0,266.0,11.0,0.6,0.8275,1483.9183541169864,39.45229523968822,3,0.5,0.8,1540,0.5723035216747409,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2443,10861.0,65.0,64.0,133.0,9.0,0.6,0.7257142857142858,1345.3774447131202,32.789575530776595,-1,0.5,0.75,1134,0.6555779803744172,9985.0,66.0,67.0,161.0,5.0,0.526,0.7986666666666666,1216.8534971280085,25.638514552755453,-1,0.5,0.5,721,1.8599999999999999,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6270,12599.0,76.0,74.0,234.0,6.0,1.0,0.933142857142857,1442.9257039279612,40.18990350316047,5,0.8,1.0,700,2.0077972709551655,9778.0,84.0,76.0,217.0,15.0,1.0,0.7103333333333333,1703.9866307026275,43.39904466688306,10,0.7142857142857143,0.9285714285714286,2086,0.6331431032626252,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1029,13167.0,70.0,68.0,101.0,3.0,0.513853,0.3486666666666667,1171.7374134750262,28.491086965129565,-1,0.5,0.5,448,2.1555555555555554,13000.0,70.0,67.0,420.0,8.0,0.4,0.5253333333333334,1231.7682470332134,28.583369930426528,-1,0.42857142857142855,0.42857142857142855,1487,0.9887705993874872,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3679,10490.0,69.0,67.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,11919.0,73.0,68.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2089,11197.0,71.0,68.0,119.0,17.0,0.6,0.6764615384615384,1447.9586458475512,36.201130384287815,1,0.625,0.75,2016,0.2827259003666163,9728.0,75.0,70.0,171.0,3.0,0.138853,0.252,1158.2332834334115,21.682265306396776,-2,0.5,0.0,364,3.694267515923567,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2617,8706.0,74.0,71.0,189.0,2.0,0.872435,0.927,1239.1792147208428,27.61716720115828,1,1.0,1.0,189,9.34844192634561,8179.0,69.0,71.0,112.0,8.0,0.6,0.4227272727272728,1267.137615311666,27.993103990296763,1,0.5714285714285714,0.5714285714285714,812,1.4743624747447168,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6315,12129.0,70.0,70.0,101.0,10.0,0.2,0.15,1100.6797775755726,27.92525396743908,-3,0.0,0.4444444444444444,1487,0.240180135101326,12663.0,71.0,69.0,133.0,10.0,0.6,0.6367272727272728,1319.3818639498286,31.89334844135254,-1,0.3333333333333333,0.6666666666666666,1150,0.5611586724522106,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5412,11266.0,64.0,65.0,141.0,2.0,0.872435,0.6026666666666667,1217.3060059485367,28.31773469360323,1,0.0,1.0,141,4.333333333333333,10168.0,73.0,71.0,147.0,2.0,0.872435,0.4999737878964292,1251.653552057759,29.205271266712927,1,0.0,1.0,147,8.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4339,11320.0,73.0,71.0,213.0,2.0,0.872435,0.9446666666666665,1239.982414921995,29.40066148853392,1,0.0,1.0,213,1.2,10873.0,75.0,72.0,255.0,2.0,0.872435,0.908,1251.165565292279,29.60773547030163,1,1.0,1.0,255,1.1583011583011582,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6867,10915.0,74.0,72.0,84.0,8.0,0.6,0.4574285714285714,1324.6121214560349,30.54157877271592,1,0.8571428571428571,0.5714285714285714,987,0.7854348480288895,12173.0,75.0,72.0,266.0,17.0,1.0,0.6298461538461539,1455.145749553452,31.47963686580802,6,0.625,0.6875,2149,0.40001680742888357,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2961,12055.0,67.0,65.0,133.0,11.0,0.4,0.5227272727272727,1156.310099103489,24.51351716737056,-1,0.6,0.4,2513,0.4737306287010205,10862.0,68.0,68.0,147.0,14.0,0.6,0.5942222222222223,1332.214300437534,32.6638575107988,-1,0.46153846153846156,0.6153846153846154,1694,0.43228139381985536,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1167,12273.0,77.0,73.0,175.0,16.0,0.6,0.5973333333333333,1323.9541568367583,29.73892013383953,-1,0.6666666666666666,0.5333333333333333,2877,0.3853905520326402,11459.0,77.0,72.0,185.0,10.0,0.6,0.8318,1271.0935844571825,29.40675930217523,-1,0.3333333333333333,0.5555555555555556,1333,0.5383308558080271,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3517,12036.0,64.0,63.0,98.0,10.0,0.6,0.6018181818181818,1262.5584283634726,28.09412380324461,2,0.3333333333333333,0.6666666666666666,1204,0.7121204336433232,8334.0,68.0,69.0,115.0,2.0,0.872435,0.4166666666666667,1238.4318701016284,31.336226528677944,1,0.0,1.0,115,6.133333333333334,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5952,8171.0,73.0,71.0,84.0,2.0,0.122435,0.3426666666666667,1179.2300991063407,21.01209263581825,-1,1.0,0.0,84,2.1333333333333333,12505.0,69.0,69.0,175.0,2.0,0.122435,0.5186666666666667,1158.4444339822517,20.491213922640704,-1,1.0,0.0,175,0.5333333333333333,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1813,10560.0,72.0,68.0,105.0,7.0,0.6,0.5181666666666667,1254.565524317076,28.99087634945972,1,0.5,0.6666666666666666,708,0.8374415775657852,9349.0,71.0,70.0,77.0,6.0,0.6,0.38233333333333336,1253.78837311124,28.92945808223553,1,0.6,0.6,1148,0.8605263157894736,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1295,12581.0,73.0,71.0,115.0,9.0,0.6,0.3091428571428571,1228.8199700191544,31.703613876734423,-2,0.5,0.625,1148,0.49088880624767567,10111.0,72.0,71.0,115.0,4.0,0.394355,0.368,1199.4898075806177,28.110708559694935,-1,0.6666666666666666,0.3333333333333333,385,1.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1044,10910.0,69.0,67.0,105.0,7.0,0.6,0.5722857142857143,1239.7734500379747,30.11864568953143,1,0.6666666666666666,0.5,1148,0.9397229502059153,13064.0,71.0,67.0,725.0,3.0,0.513853,0.4999737878964292,1176.9162672838077,22.53561888991685,1,0.5,0.5,987,1.7555555555555555,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1243,9177.0,70.0,70.0,155.0,2.0,0.122435,0.056,1136.834514253704,20.794728733287084,-1,0.0,0.0,155,1.3953488372093024,11746.0,70.0,68.0,182.0,5.0,0.526,0.4565,1150.4040602144132,26.08576913658946,-1,0.0,0.5,815,1.177901320361362,0,0,0,0,0,1,0,0,0,0,0,0,0,0
488,9777.0,80.0,75.0,98.0,5.0,0.526,0.6950000000000001,1212.410206915521,24.92434150372118,1,0.25,0.5,441,1.5176624509376362,11037.0,75.0,74.0,287.0,5.0,0.526,0.248,1227.910425500169,26.63577673113737,-2,0.75,0.5,815,1.7543859649122806,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4004,9685.0,67.0,66.0,203.0,2.0,0.122435,0.006,1157.41300060422,21.835443220343763,-1,0.0,0.0,203,2.3715415019762847,8611.0,66.0,65.0,203.0,2.0,0.872435,0.638,1246.8668413061014,28.036907411279003,1,1.0,1.0,203,3.389830508474576,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2202,13225.0,75.0,74.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,13451.0,81.0,76.0,155.0,4.0,0.644355,0.48199999999999993,1229.2364783966736,28.73525852264701,2,0.6666666666666666,0.6666666666666666,2324,0.9468058030033086,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1368,15979.0,74.0,71.0,62.0,13.0,0.4,0.4652,1341.2427116621266,37.33569268122728,1,0.4166666666666667,0.5833333333333334,5853,0.33835367796821525,12849.0,72.0,71.0,91.0,4.0,0.894355,0.9825714285714284,1358.1628861336171,38.05562450984638,3,0.3333333333333333,1.0,399,1.9785979471500326,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6579,10710.0,66.0,66.0,119.0,5.0,0.526,0.46900000000000003,1216.8058295265412,27.337331718443604,-1,0.25,0.5,651,0.6761565836298933,9709.0,71.0,71.0,175.0,2.0,0.872435,0.4999737878964292,1250.5783690524806,29.205271266712927,1,1.0,1.0,175,2.0930232558139537,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,11893.0,66.0,68.0,140.0,2.0,0.872435,0.7879999999999999,1228.5608396296627,28.791692935642526,1,0.0,1.0,140,1.5333333333333334,11059.0,76.0,71.0,217.0,6.0,0.8,0.716,1315.339206385907,31.21988885128889,1,0.8,0.8,1085,1.4007447722715556,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3977,9058.0,71.0,69.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,10339.0,67.0,68.0,129.0,6.0,0.4,0.2935,1168.606031075686,22.700287781622016,-1,0.6,0.4,722,0.9333501960288352,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2250,9886.0,70.0,70.0,112.0,5.0,0.7135,0.7297777777777777,1263.043881844445,30.58004248093227,3,0.0,0.75,722,2.195121951219512,10408.0,73.0,70.0,343.0,4.0,0.394355,0.6273333333333333,1158.9205004004164,23.812690356485263,1,0.3333333333333333,0.3333333333333333,896,0.8672086720867208,0,0,0,0,0,1,0,0,0,0,0,0,0,0
691,13057.0,70.0,69.0,98.0,7.0,0.6,0.548,1260.5099170222002,27.893516109898247,1,0.6666666666666666,0.6666666666666666,700,0.9384164222873901,9665.0,75.0,73.0,199.0,5.0,0.7135,0.4613333333333334,1278.9953881316917,30.76088645058373,1,0.75,0.75,722,0.7470946319867183,0,0,0,0,0,1,0,0,0,0,0,0,0,0
532,12502.0,75.0,73.0,399.0,7.0,0.6,0.42300000000000004,1253.5262436065284,27.0297092794289,1,0.6666666666666666,0.5,1162,1.1790818536162841,11505.0,72.0,70.0,129.0,3.0,0.513853,0.5985,1164.669394866258,24.30756925524224,1,0.0,0.5,525,2.2564102564102564,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6892,11916.0,70.0,68.0,199.0,6.0,0.6,0.7489999999999999,1284.90590593238,28.970031810909283,2,0.6,0.6,1085,1.3862633900441084,11117.0,69.0,67.0,169.0,9.0,0.8,0.7715000000000001,1318.4697802212945,32.26017164076865,4,0.375,0.75,1178,0.9388560157790927,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5040,9326.0,69.0,69.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,9561.0,71.0,72.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,0,0,0,0,0,0,0,0,0,1,0,0,0,0
649,10216.0,73.0,74.0,199.0,3.0,0.513853,0.73,1212.02244926275,28.828291036963048,-1,0.5,0.5,343,3.532934131736527,10816.0,71.0,68.0,112.0,8.0,0.4,0.5843636363636363,1218.3473578912758,28.14856806046743,-2,0.42857142857142855,0.42857142857142855,2828,0.9119496855345912,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6576,9975.0,70.0,66.0,112.0,8.0,1.0,0.8445714285714284,1487.821036381363,40.26907493135256,7,0.5714285714285714,1.0,1092,0.9372925609594194,10333.0,67.0,66.0,129.0,8.0,0.8,0.8204444444444445,1360.0301560266116,31.6455521335955,1,0.5714285714285714,0.7142857142857143,903,1.4651578320428826,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5431,10649.0,71.0,69.0,301.0,12.0,0.6,0.4248571428571429,1410.3399421523388,35.748812101987035,-1,0.6363636363636364,0.7272727272727273,1711,0.40830108308875096,11753.0,74.0,71.0,70.0,12.0,0.6,0.4989333333333334,1312.518432434438,32.55860429546272,-1,0.45454545454545453,0.6363636363636364,4397,0.732003361239924,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6673,10006.0,70.0,70.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,10128.0,65.0,66.0,98.0,2.0,0.122435,0.008,1171.8699833575477,22.96671791856096,-1,1.0,0.0,98,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
