,Round,KD_fighter1,Sig. str. %_fighter1,Sub. att_fighter1,Rev._fighter1,Ctrl_fighter1,lose_streak_fighter1,round_fighter1,age_fighter1,win_loss_ratio_fighter1,win_streak_fighter1,lose_streak_fighter1,num_fights_fighter1,Sig. str. landed_fighter1,Sig. str. attempted_fighter1,Total str. landed_fighter1,Total str. attempted_fighter1,Total Head landed_fighter1,Total Head attempted_fighter1,Total Body landed_fighter1,Total Body attempted_fighter1,Total Leg landed_fighter1,Total Leg attempted_fighter1,Total Distance landed_fighter1,Total Distance attempted_fighter1,Total Clinch landed_fighter1,Total Clinch attempted_fighter1,Total Ground landed_fighter1,Total Ground attempted_fighter1,Total Takedowns_fighter1,Total Takedowns attempted_fighter1,division_Catch Weight_fighter1,division_Featherweight_fighter1,division_Flyweight_fighter1,division_Heavyweight_fighter1,division_Light Heavyweight_fighter1,division_Lightweight_fighter1,division_Middleweight_fighter1,division_Welterweight_fighter1,division_Women's Bantamweight_fighter1,division_Women's Featherweight_fighter1,division_Women's Flyweight_fighter1,division_Women's Strawweight_fighter1,stance_Orthodox_fighter1,stance_Southpaw_fighter1,stance_Switch_fighter1,KD_fighter2,Sig. str. %_fighter2,Sub. att_fighter2,Rev._fighter2,Ctrl_fighter2,lose_streak_fighter2,age_fighter2,win_loss_ratio_fighter2,win_streak_fighter2,lose_streak_fighter2,num_fights_fighter2,Sig. str. landed_fighter2,Sig. str. attempted_fighter2,Total str. landed_fighter2,Total str. attempted_fighter2,Total Head landed_fighter2,Total Head attempted_fighter2,Total Body landed_fighter2,Total Body attempted_fighter2,Total Leg landed_fighter2,Total Leg attempted_fighter2,Total Distance landed_fighter2,Total Distance attempted_fighter2,Total Clinch landed_fighter2,Total Clinch attempted_fighter2,Total Ground landed_fighter2,Total Ground attempted_fighter2,Total Takedowns_fighter2,Total Takedowns attempted_fighter2,division_Catch Weight_fighter2,division_Featherweight_fighter2,division_Flyweight_fighter2,division_Heavyweight_fighter2,division_Light Heavyweight_fighter2,division_Lightweight_fighter2,division_Middleweight_fighter2,division_Welterweight_fighter2,division_Women's Bantamweight_fighter2,division_Women's Featherweight_fighter2,division_Women's Flyweight_fighter2,division_Women's Strawweight_fighter2,stance_Orthodox_fighter2,stance_Southpaw_fighter2,stance_Switch_fighter2,round_winner
41,1,0,0.46,0,0,150,0.0,5.0,11296.0,0.75,2.0,0.0,12.0,32,69,47,99,20,55,2,3,10,11,18,41,0,0,14,28,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.38,0,0,0,1.0,11070.0,0.6666666666666666,0.0,1.0,21.0,5,13,12,22,4,11,0,0,1,2,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
42,2,0,0.62,0,0,170,0.0,5.0,11296.0,0.75,2.0,0.0,12.0,18,29,55,84,14,24,2,3,2,2,13,22,0,0,5,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.4,1,0,0,1.0,11070.0,0.6666666666666666,0.0,1.0,21.0,6,15,9,18,4,10,0,2,2,3,6,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
43,3,0,0.47,0,0,3,0.0,5.0,11296.0,0.75,2.0,0.0,12.0,32,67,32,67,17,48,6,9,9,10,32,67,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.35,0,0,0,1.0,11070.0,0.6666666666666666,0.0,1.0,21.0,20,56,20,56,8,37,4,8,8,11,20,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
44,4,0,0.35,0,0,8,0.0,5.0,11296.0,0.75,2.0,0.0,12.0,24,67,24,67,19,59,2,4,3,4,23,65,1,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.34,0,0,0,1.0,11070.0,0.6666666666666666,0.0,1.0,21.0,13,38,13,38,6,25,4,10,3,3,12,37,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
45,5,0,0.45,0,0,97,0.0,5.0,11296.0,0.75,2.0,0.0,12.0,22,48,29,61,14,40,4,4,4,4,21,46,1,1,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.38,0,0,9,1.0,11070.0,0.6666666666666666,0.0,1.0,21.0,14,36,19,43,6,22,5,9,3,5,10,31,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
46,1,0,0.43,0,0,101,0.0,3.0,15134.0,0.5714285714285714,1.0,0.0,14.0,7,16,24,36,5,12,2,4,0,0,6,15,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.48,0,0,79,2.0,12187.0,0.5,0.0,2.0,8.0,12,25,50,76,2,13,3,4,7,8,9,20,3,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
47,2,0,0.48,0,0,249,0.0,3.0,15134.0,0.5714285714285714,1.0,0.0,14.0,16,33,43,67,12,27,4,5,0,1,4,11,0,1,12,21,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.58,0,0,0,2.0,12187.0,0.5,0.0,2.0,8.0,7,12,38,56,1,4,3,3,3,5,6,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
48,3,0,0.64,0,0,239,0.0,3.0,15134.0,0.5714285714285714,1.0,0.0,14.0,9,14,38,60,6,10,2,3,1,1,4,7,3,3,2,4,2,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.22,0,0,0,2.0,12187.0,0.5,0.0,2.0,8.0,2,9,32,53,0,5,2,2,0,2,0,6,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
49,1,0,0.37,0,1,0,0.0,3.0,9077.0,0.7777777777777778,4.0,0.0,9.0,17,45,22,55,11,35,2,6,4,4,11,38,1,2,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.34,0,0,126,2.0,12460.0,0.5,0.0,2.0,10.0,12,35,16,39,3,18,5,11,4,6,12,35,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
50,2,0,0.39,0,0,2,0.0,3.0,9077.0,0.7777777777777778,4.0,0.0,9.0,17,43,24,57,11,31,2,6,4,6,17,42,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.39,0,0,114,2.0,12460.0,0.5,0.0,2.0,10.0,15,38,26,52,6,23,2,6,7,9,14,37,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
51,3,0,0.35,0,0,43,0.0,3.0,9077.0,0.7777777777777778,4.0,0.0,9.0,14,39,20,46,9,31,5,8,0,0,10,33,2,4,2,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.4,0,0,80,2.0,12460.0,0.5,0.0,2.0,10.0,12,30,15,34,1,16,8,10,3,4,8,25,3,4,1,1,3,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
52,1,0,0.46,0,0,205,0.0,3.0,12497.0,0.6666666666666666,1.0,0.0,3.0,12,26,31,58,11,25,0,0,1,1,1,4,0,0,11,22,2,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.5,0,0,0,2.0,12502.0,0.5,0.0,2.0,4.0,4,8,7,12,0,1,3,5,1,2,4,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
53,2,0,0.34,0,0,0,0.0,3.0,12497.0,0.6666666666666666,1.0,0.0,3.0,16,46,16,46,7,33,0,2,9,11,16,46,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.38,0,0,0,2.0,12502.0,0.5,0.0,2.0,4.0,14,36,14,36,9,25,1,5,4,6,14,36,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
54,3,0,0.33,0,0,37,0.0,3.0,12497.0,0.6666666666666666,1.0,0.0,3.0,17,51,21,55,3,32,2,4,12,15,17,51,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.4,0,0,0,2.0,12502.0,0.5,0.0,2.0,4.0,22,55,23,56,9,42,11,11,2,2,21,54,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
55,1,0,0.58,0,0,5,0.0,3.0,10102.0,0.5,1.0,0.0,2.0,24,41,24,41,12,26,5,7,7,8,24,41,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.32,0,0,0,2.0,11988.0,0.375,0.0,2.0,8.0,11,34,11,34,2,18,4,6,5,10,10,32,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
56,2,0,0.5,0,0,8,0.0,3.0,10102.0,0.5,1.0,0.0,2.0,27,54,27,54,10,35,6,8,11,11,27,54,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.25,0,0,3,2.0,11988.0,0.375,0.0,2.0,8.0,8,31,8,31,4,23,1,4,3,4,8,31,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
57,3,1,0.53,0,0,42,0.0,3.0,10102.0,0.5,1.0,0.0,2.0,34,63,35,64,21,47,9,12,4,4,27,47,1,1,6,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.19,0,0,28,2.0,11988.0,0.375,0.0,2.0,8.0,7,36,8,37,2,26,4,8,1,2,7,36,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
58,1,0,0.53,0,1,86,0.0,3.0,11188.0,0.6363636363636364,2.0,0.0,11.0,14,26,17,29,14,25,0,1,0,0,9,20,2,2,3,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.5,2,0,112,1.0,10115.0,0.3333333333333333,0.0,1.0,3.0,14,28,23,43,9,23,2,2,3,3,10,23,4,5,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
59,2,0,0.45,0,0,83,0.0,3.0,11188.0,0.6363636363636364,2.0,0.0,11.0,18,40,29,53,15,36,3,4,0,0,12,31,1,3,5,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.4,0,1,90,1.0,10115.0,0.3333333333333333,0.0,1.0,3.0,13,32,18,40,7,26,3,3,3,3,11,29,1,2,1,1,1,5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
60,3,0,0.54,0,1,85,0.0,3.0,11188.0,0.6363636363636364,2.0,0.0,11.0,23,42,25,47,22,41,1,1,0,0,13,32,4,4,6,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.42,1,0,114,1.0,10115.0,0.3333333333333333,0.0,1.0,3.0,15,35,21,47,8,28,1,1,6,6,13,32,2,3,0,0,2,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
61,1,0,0.55,0,0,148,0.0,3.0,11749.0,0.6666666666666666,2.0,0.0,3.0,16,29,39,54,2,13,5,6,9,10,13,25,2,3,1,1,1,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.33,0,0,0,1.0,9740.0,0.0,0.0,1.0,1.0,11,33,27,49,4,25,4,4,3,4,11,32,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
62,2,0,0.57,0,0,33,0.0,3.0,11749.0,0.6666666666666666,2.0,0.0,3.0,24,42,33,54,10,22,6,11,8,9,23,41,1,1,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.42,0,0,14,1.0,9740.0,0.0,0.0,1.0,1.0,24,56,24,57,15,43,6,10,3,3,20,51,2,3,2,2,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
63,3,0,0.46,0,0,123,0.0,3.0,11749.0,0.6666666666666666,2.0,0.0,3.0,22,47,37,63,16,34,3,10,3,3,18,40,1,2,3,5,2,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.29,0,0,7,1.0,9740.0,0.0,0.0,1.0,1.0,12,41,32,62,7,34,5,7,0,0,8,36,2,3,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
64,1,0,0.76,0,0,0,0.0,5.0,11528.0,0.8125,3.0,0.0,16.0,20,26,20,26,5,11,6,6,9,9,20,26,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.28,0,0,19,2.0,13095.0,0.8823529411764706,0.0,2.0,17.0,12,42,13,43,5,32,6,8,1,2,12,42,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
65,2,0,0.88,0,0,0,0.0,5.0,11528.0,0.8125,3.0,0.0,16.0,23,26,23,26,9,11,6,6,8,9,22,25,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.48,0,0,45,2.0,13095.0,0.8823529411764706,0.0,2.0,17.0,24,50,32,58,19,42,4,7,1,1,12,34,11,15,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
66,3,0,0.75,0,0,0,0.0,5.0,11528.0,0.8125,3.0,0.0,16.0,24,32,25,33,2,9,8,8,14,15,24,31,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.53,0,0,66,2.0,13095.0,0.8823529411764706,0.0,2.0,17.0,17,32,22,37,9,21,4,7,4,4,14,28,3,4,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
67,4,0,0.6,0,0,0,0.0,5.0,11528.0,0.8125,3.0,0.0,16.0,25,41,26,42,9,22,4,6,12,13,25,40,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.37,0,0,51,2.0,13095.0,0.8823529411764706,0.0,2.0,17.0,14,37,15,38,7,28,7,8,0,1,14,37,0,0,0,0,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
68,5,0,0.77,0,0,0,0.0,5.0,11528.0,0.8125,3.0,0.0,16.0,28,36,29,37,9,16,12,13,7,7,20,28,8,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.45,0,0,122,2.0,13095.0,0.8823529411764706,0.0,2.0,17.0,20,44,31,56,17,40,3,4,0,0,13,36,7,8,0,0,1,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
69,1,0,0.63,0,0,0,0.0,3.0,12542.0,0.6363636363636364,1.0,0.0,11.0,23,36,23,36,11,21,7,8,5,7,20,33,3,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.54,0,0,0,1.0,10970.0,0.75,0.0,1.0,8.0,27,50,27,50,11,29,15,19,1,2,25,48,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
70,2,0,0.56,0,0,0,0.0,3.0,12542.0,0.6363636363636364,1.0,0.0,11.0,27,48,29,50,22,41,3,3,2,4,23,44,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.65,0,0,0,1.0,10970.0,0.75,0.0,1.0,8.0,32,49,32,49,12,27,18,20,2,2,27,43,5,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
71,3,0,0.6,0,0,5,0.0,3.0,12542.0,0.6363636363636364,1.0,0.0,11.0,53,87,54,88,48,80,4,4,1,3,41,70,12,17,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.54,0,0,0,1.0,10970.0,0.75,0.0,1.0,8.0,38,70,38,70,15,44,19,22,4,4,29,60,9,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
72,1,0,0.41,0,0,4,0.0,3.0,12581.0,0.5454545454545454,2.0,0.0,11.0,47,113,48,114,37,101,4,6,6,6,43,108,4,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.44,0,0,0,1.0,9293.0,0.8,0.0,1.0,5.0,43,96,43,96,35,85,7,9,1,2,41,93,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
73,2,0,0.42,0,0,23,0.0,3.0,12581.0,0.5454545454545454,2.0,0.0,11.0,51,119,55,123,44,109,3,5,4,5,46,112,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.55,0,0,0,1.0,9293.0,0.8,0.0,1.0,5.0,47,84,47,84,36,70,8,11,3,3,45,82,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
74,3,0,0.4,0,0,56,0.0,3.0,12581.0,0.5454545454545454,2.0,0.0,11.0,47,117,48,118,42,111,4,5,1,1,35,101,12,16,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.55,0,0,0,1.0,9293.0,0.8,0.0,1.0,5.0,47,84,47,84,37,71,9,12,1,1,43,79,4,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
75,1,0,0.5,0,0,0,0.0,3.0,10771.0,0.6428571428571429,1.0,0.0,14.0,38,75,38,75,24,60,2,3,12,12,35,72,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.4,0,0,0,1.0,12664.0,0.75,0.0,1.0,8.0,29,71,29,71,20,62,3,3,6,6,29,69,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
76,2,0,0.4,0,0,0,0.0,3.0,10771.0,0.6428571428571429,1.0,0.0,14.0,28,69,28,69,11,48,3,6,14,15,28,69,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.32,0,0,5,1.0,12664.0,0.75,0.0,1.0,8.0,16,50,16,50,12,44,3,5,1,1,16,50,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
77,3,0,0.54,0,0,0,0.0,3.0,10771.0,0.6428571428571429,1.0,0.0,14.0,40,74,40,74,25,57,3,4,12,13,37,71,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.36,0,0,9,1.0,12664.0,0.75,0.0,1.0,8.0,26,71,26,71,20,63,5,7,1,1,22,61,4,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
78,1,0,0.6,0,0,12,0.0,3.0,10904.0,1.0,1.0,0.0,1.0,24,40,24,40,6,13,6,8,12,19,21,37,3,3,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.61,0,0,0,3.0,13666.0,0.4285714285714285,0.0,3.0,7.0,26,42,27,43,18,34,2,2,6,6,22,37,3,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
79,2,0,0.58,0,0,162,0.0,3.0,10904.0,1.0,1.0,0.0,1.0,14,24,20,30,1,4,5,7,8,13,9,19,0,0,5,5,1,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.41,0,1,2,3.0,13666.0,0.4285714285714285,0.0,3.0,7.0,7,17,10,20,4,14,2,2,1,1,6,16,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
80,3,0,0.78,0,0,217,0.0,3.0,10904.0,1.0,1.0,0.0,1.0,15,19,18,22,5,8,6,6,4,5,13,17,0,0,2,2,4,7,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.66,0,0,0,3.0,13666.0,0.4285714285714285,0.0,3.0,7.0,14,21,16,23,10,16,1,2,3,3,13,20,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
81,1,0,0.56,0,0,59,0.0,3.0,11562.0,0.8,4.0,0.0,5.0,33,58,37,62,18,39,12,16,3,3,29,54,2,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.66,0,0,39,1.0,9606.0,0.0,0.0,1.0,1.0,36,54,37,55,16,31,13,16,7,7,29,45,7,8,0,1,2,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
82,2,0,0.56,0,0,74,0.0,3.0,11562.0,0.8,4.0,0.0,5.0,25,44,36,55,13,30,10,12,2,2,18,36,5,5,2,3,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.4,0,0,105,1.0,9606.0,0.0,0.0,1.0,1.0,13,32,26,46,8,22,3,8,2,2,9,27,4,4,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
83,3,0,0.59,0,0,5,0.0,3.0,11562.0,0.8,4.0,0.0,5.0,35,59,42,66,28,48,5,9,2,2,30,54,5,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.55,0,0,96,1.0,9606.0,0.0,0.0,1.0,1.0,20,36,24,40,8,20,8,10,4,6,17,33,3,3,0,0,2,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
84,1,0,0.61,0,0,32,0.0,3.0,13599.0,0.5,1.0,0.0,16.0,38,62,55,79,13,32,17,20,8,10,20,42,18,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.58,0,0,31,2.0,10872.0,0.5,0.0,2.0,6.0,38,65,42,69,15,38,16,19,7,8,25,50,13,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
85,2,0,0.55,0,0,67,0.0,3.0,13599.0,0.5,1.0,0.0,16.0,33,60,56,87,16,39,8,10,9,11,21,48,11,11,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.45,0,0,11,2.0,10872.0,0.5,0.0,2.0,6.0,24,53,33,62,14,40,9,11,1,2,18,44,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
86,3,0,0.56,0,0,11,0.0,3.0,13599.0,0.5,1.0,0.0,16.0,60,106,66,112,32,71,21,23,7,12,43,87,17,19,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.46,0,0,0,2.0,10872.0,0.5,0.0,2.0,6.0,38,81,48,91,26,66,9,10,3,5,32,71,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
87,1,0,0.74,0,0,42,0.0,3.0,10001.0,0.3333333333333333,1.0,0.0,6.0,26,35,32,41,19,27,1,2,6,6,18,27,5,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.42,0,0,46,1.0,9811.0,0.5,0.0,1.0,2.0,19,45,25,51,12,35,7,9,0,1,14,39,5,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
88,2,0,0.84,0,0,225,0.0,3.0,10001.0,0.3333333333333333,1.0,0.0,6.0,16,19,20,24,14,17,2,2,0,0,7,7,0,0,9,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.4,2,0,19,1.0,9811.0,0.5,0.0,1.0,2.0,8,20,12,24,7,18,0,1,1,1,7,16,0,0,1,4,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
89,3,0,0.86,0,0,189,0.0,3.0,10001.0,0.3333333333333333,1.0,0.0,6.0,20,23,26,30,6,8,9,10,5,5,7,9,0,1,13,13,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.21,1,0,14,1.0,9811.0,0.5,0.0,1.0,2.0,3,14,12,23,1,10,2,4,0,0,1,10,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
90,1,0,0.35,0,0,70,0.0,5.0,11748.0,0.8181818181818182,9.0,0.0,11.0,22,62,35,81,12,48,6,9,4,5,15,54,7,8,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.52,0,0,0,3.0,10985.0,0.6666666666666666,0.0,3.0,12.0,13,25,20,32,4,15,2,2,7,8,11,23,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
91,2,0,0.43,0,0,59,0.0,5.0,11748.0,0.8181818181818182,9.0,0.0,11.0,35,80,41,86,19,59,8,11,8,10,32,75,3,5,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.51,0,0,32,3.0,10985.0,0.6666666666666666,0.0,3.0,12.0,18,35,21,38,6,21,8,10,4,4,16,33,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
92,3,0,0.32,0,0,94,0.0,5.0,11748.0,0.8181818181818182,9.0,0.0,11.0,15,46,22,53,10,37,5,8,0,1,13,41,2,5,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.29,0,0,27,3.0,10985.0,0.6666666666666666,0.0,3.0,12.0,8,27,9,28,5,23,1,2,2,2,6,23,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
93,4,0,0.5,0,0,61,0.0,5.0,11748.0,0.8181818181818182,9.0,0.0,11.0,38,75,51,88,24,55,10,15,4,5,36,72,2,3,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.67,0,0,47,3.0,10985.0,0.6666666666666666,0.0,3.0,12.0,21,31,21,31,15,25,4,4,2,2,18,28,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
94,5,0,0.49,0,0,129,0.0,5.0,11748.0,0.8181818181818182,9.0,0.0,11.0,37,75,53,93,26,61,6,9,5,5,33,70,4,5,0,0,5,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.6,0,0,4,3.0,10985.0,0.6666666666666666,0.0,3.0,12.0,15,25,16,26,11,21,1,1,3,3,15,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
95,1,0,0.61,0,0,124,0.0,3.0,10552.0,0.75,5.0,0.0,12.0,13,21,17,25,4,9,4,5,5,7,8,15,5,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.6,2,0,59,1.0,11297.0,0.75,0.0,1.0,8.0,21,35,34,48,8,19,8,10,5,6,14,27,7,8,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
96,2,0,0.68,0,0,136,0.0,3.0,10552.0,0.75,5.0,0.0,12.0,15,22,26,33,6,11,1,1,8,10,8,14,4,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.64,0,0,46,1.0,11297.0,0.75,0.0,1.0,8.0,16,25,28,38,9,16,5,7,2,2,10,19,5,5,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
97,3,0,0.83,1,0,109,0.0,3.0,10552.0,0.75,5.0,0.0,12.0,10,12,35,38,3,5,2,2,5,5,6,8,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.55,0,0,156,1.0,11297.0,0.75,0.0,1.0,8.0,10,18,39,48,8,15,1,2,1,1,7,11,0,1,3,6,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
98,1,0,0.52,0,0,145,0.0,3.0,9326.0,1.0,1.0,0.0,1.0,24,46,38,61,16,36,8,9,0,1,17,37,0,1,7,8,2,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.52,0,0,32,2.0,9770.0,0.0,0.0,2.0,2.0,10,19,31,40,2,8,4,7,4,4,6,15,3,3,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
