,Round,Fighter,KD,Sig. str.,Sig. str. %,Total str.,Td %,Td %,Sub. att,Rev.,Ctrl,Sig. str,Head,Body,Leg,Distance,Clinch,Ground,URL
2,2,Sam Sicilia,0,13 of 37,35%,18 of 44,1 of 4,25%,0,0,1:32,13 of 37,10 of 33,1 of 2,2 of 2,6 of 25,6 of 10,1 of 2,http://www.ufcstats.com/fight-details/0a5a021cb11299bf
3,2,Maximo Blanco,0,18 of 44,40%,33 of 59,1 of 2,50%,0,0,0:59,18 of 44,13 of 35,2 of 5,3 of 4,18 of 44,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/0a5a021cb11299bf
4,3,Sam Sicilia,0,7 of 31,22%,8 of 32,0 of 3,0%,0,0,0:39,7 of 31,6 of 30,1 of 1,0 of 0,4 of 26,3 of 5,0 of 0,http://www.ufcstats.com/fight-details/0a5a021cb11299bf
5,3,Maximo Blanco,0,22 of 51,43%,41 of 71,0 of 1,0%,1,0,2:02,22 of 51,19 of 46,0 of 2,3 of 3,13 of 36,9 of 14,0 of 1,http://www.ufcstats.com/fight-details/0a5a021cb11299bf
0,1,Justin Lawrence,0,0 of 2,0%,0 of 2,0 of 0,---,0,0,0:00,0 of 2,0 of 2,0 of 0,0 of 0,0 of 2,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/ae0fdb792308b0f8
1,1,Daniel Pineda,0,1 of 2,50%,4 of 5,2 of 3,66%,1,0,1:19,1 of 2,0 of 1,1 of 1,0 of 0,0 of 1,1 of 1,0 of 0,http://www.ufcstats.com/fight-details/ae0fdb792308b0f8
0,1,Gegard Mousasi,0,20 of 41,48%,20 of 41,0 of 0,---,0,0,0:06,20 of 41,12 of 28,2 of 6,6 of 7,20 of 41,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/3509779ebe302d06
1,1,Ilir Latifi,0,4 of 34,11%,4 of 34,0 of 1,0%,0,0,0:00,4 of 34,4 of 33,0 of 0,0 of 1,4 of 33,0 of 1,0 of 0,http://www.ufcstats.com/fight-details/3509779ebe302d06
2,2,Gegard Mousasi,0,24 of 52,46%,24 of 52,0 of 0,---,0,0,0:00,24 of 52,20 of 42,3 of 9,1 of 1,24 of 52,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/3509779ebe302d06
3,2,Ilir Latifi,0,6 of 39,15%,6 of 39,0 of 1,0%,0,0,0:00,6 of 39,3 of 34,3 of 5,0 of 0,6 of 39,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/3509779ebe302d06
4,3,Gegard Mousasi,0,36 of 57,63%,36 of 57,0 of 0,---,0,0,0:00,36 of 57,30 of 50,2 of 3,4 of 4,35 of 55,0 of 0,1 of 2,http://www.ufcstats.com/fight-details/3509779ebe302d06
5,3,Ilir Latifi,0,8 of 39,20%,10 of 41,1 of 1,100%,0,0,0:31,8 of 39,4 of 34,0 of 0,4 of 5,6 of 33,0 of 0,2 of 6,http://www.ufcstats.com/fight-details/3509779ebe302d06
0,1,Ryan Couture,0,17 of 36,47%,20 of 39,1 of 5,20%,0,0,2:36,17 of 36,3 of 12,8 of 12,6 of 12,7 of 18,10 of 18,0 of 0,http://www.ufcstats.com/fight-details/fa520c5834cda94e
1,1,Ross Pearson,0,6 of 8,75%,20 of 23,0 of 0,---,0,0,0:00,6 of 8,4 of 6,2 of 2,0 of 0,4 of 6,2 of 2,0 of 0,http://www.ufcstats.com/fight-details/fa520c5834cda94e
2,2,Ryan Couture,0,12 of 41,29%,15 of 44,0 of 2,0%,0,0,0:32,12 of 41,4 of 26,4 of 6,4 of 9,8 of 36,4 of 5,0 of 0,http://www.ufcstats.com/fight-details/fa520c5834cda94e
3,2,Ross Pearson,1,22 of 33,66%,28 of 39,1 of 1,100%,0,0,0:10,22 of 33,18 of 29,4 of 4,0 of 0,18 of 26,1 of 1,3 of 6,http://www.ufcstats.com/fight-details/fa520c5834cda94e
0,1,Matt Mitrione,0,7 of 9,77%,7 of 9,0 of 0,---,0,0,0:03,7 of 9,7 of 9,0 of 0,0 of 0,1 of 3,0 of 0,6 of 6,http://www.ufcstats.com/fight-details/a89b9eeacdb85ec1
1,1,Philip De Fries,0,0 of 2,0%,0 of 2,0 of 2,0%,0,0,0:00,0 of 2,0 of 2,0 of 0,0 of 0,0 of 2,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/a89b9eeacdb85ec1
0,1,Brad Pickett,0,26 of 54,48%,29 of 57,2 of 3,66%,0,0,0:57,26 of 54,16 of 44,2 of 2,8 of 8,21 of 49,5 of 5,0 of 0,http://www.ufcstats.com/fight-details/4e69c86d09c9f782
1,1,Mike Easton,0,25 of 43,58%,31 of 55,1 of 4,25%,0,0,1:40,25 of 43,12 of 28,5 of 6,8 of 9,17 of 33,7 of 9,1 of 1,http://www.ufcstats.com/fight-details/4e69c86d09c9f782
2,2,Brad Pickett,0,29 of 88,32%,34 of 93,1 of 3,33%,0,0,1:14,29 of 88,21 of 78,6 of 8,2 of 2,14 of 61,15 of 27,0 of 0,http://www.ufcstats.com/fight-details/4e69c86d09c9f782
3,2,Mike Easton,0,29 of 65,44%,40 of 77,1 of 2,50%,0,0,0:46,29 of 65,19 of 51,6 of 10,4 of 4,19 of 45,10 of 19,0 of 1,http://www.ufcstats.com/fight-details/4e69c86d09c9f782
4,3,Brad Pickett,0,13 of 63,20%,31 of 84,1 of 1,100%,0,1,2:23,13 of 63,13 of 61,0 of 2,0 of 0,12 of 60,1 of 1,0 of 2,http://www.ufcstats.com/fight-details/4e69c86d09c9f782
5,3,Mike Easton,0,17 of 47,36%,20 of 50,1 of 2,50%,0,0,0:04,17 of 47,13 of 40,3 of 6,1 of 1,16 of 45,1 of 1,0 of 1,http://www.ufcstats.com/fight-details/4e69c86d09c9f782
0,1,Diego Brandao,0,9 of 18,50%,18 of 27,0 of 0,---,1,0,1:41,9 of 18,4 of 11,2 of 2,3 of 5,7 of 14,0 of 1,2 of 3,http://www.ufcstats.com/fight-details/f3ebaf9af44c1e6d
1,1,Pablo Garza,0,4 of 14,28%,6 of 17,1 of 2,50%,0,0,0:00,4 of 14,2 of 12,1 of 1,1 of 1,3 of 13,1 of 1,0 of 0,http://www.ufcstats.com/fight-details/f3ebaf9af44c1e6d
0,1,Akira Corassani,0,19 of 34,55%,21 of 36,0 of 1,0%,0,0,0:32,19 of 34,5 of 17,4 of 5,10 of 12,16 of 29,3 of 5,0 of 0,http://www.ufcstats.com/fight-details/53467e6296c2e5e6
1,1,Robert Peralta,0,17 of 54,31%,19 of 56,0 of 1,0%,0,0,0:29,17 of 54,6 of 37,6 of 12,5 of 5,6 of 39,11 of 15,0 of 0,http://www.ufcstats.com/fight-details/53467e6296c2e5e6
2,2,Akira Corassani,0,18 of 33,54%,20 of 36,0 of 1,0%,0,0,0:49,18 of 33,9 of 21,2 of 4,7 of 8,16 of 28,2 of 5,0 of 0,http://www.ufcstats.com/fight-details/53467e6296c2e5e6
3,2,Robert Peralta,0,30 of 57,52%,38 of 65,0 of 1,0%,0,0,1:09,30 of 57,15 of 40,8 of 9,7 of 8,12 of 35,13 of 17,5 of 5,http://www.ufcstats.com/fight-details/53467e6296c2e5e6
4,3,Akira Corassani,0,11 of 19,57%,16 of 24,2 of 4,50%,0,0,3:09,11 of 19,4 of 11,3 of 3,4 of 5,6 of 14,5 of 5,0 of 0,http://www.ufcstats.com/fight-details/53467e6296c2e5e6
5,3,Robert Peralta,0,20 of 33,60%,37 of 51,0 of 0,---,0,0,0:33,20 of 33,8 of 21,6 of 6,6 of 6,10 of 22,10 of 11,0 of 0,http://www.ufcstats.com/fight-details/53467e6296c2e5e6
0,1,Reza Madadi,0,5 of 9,55%,14 of 18,1 of 2,50%,1,0,0:51,5 of 9,5 of 8,0 of 1,0 of 0,1 of 5,0 of 0,4 of 4,http://www.ufcstats.com/fight-details/bc0779b232828e67
1,1,Michael Johnson,1,18 of 50,36%,19 of 52,0 of 0,---,0,0,1:50,18 of 50,13 of 42,5 of 8,0 of 0,8 of 33,5 of 6,5 of 11,http://www.ufcstats.com/fight-details/bc0779b232828e67
2,2,Reza Madadi,0,25 of 30,83%,53 of 64,2 of 3,66%,0,0,3:57,25 of 30,24 of 29,1 of 1,0 of 0,1 of 4,0 of 0,24 of 26,http://www.ufcstats.com/fight-details/bc0779b232828e67
3,2,Michael Johnson,0,2 of 11,18%,2 of 11,0 of 0,---,0,0,0:00,2 of 11,0 of 9,1 of 1,1 of 1,2 of 10,0 of 1,0 of 0,http://www.ufcstats.com/fight-details/bc0779b232828e67
4,3,Reza Madadi,0,4 of 7,57%,12 of 16,1 of 1,100%,1,0,1:19,4 of 7,4 of 7,0 of 0,0 of 0,0 of 0,0 of 0,4 of 7,http://www.ufcstats.com/fight-details/bc0779b232828e67
5,3,Michael Johnson,0,0 of 3,0%,0 of 3,0 of 0,---,0,0,0:00,0 of 3,0 of 2,0 of 1,0 of 0,0 of 3,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/bc0779b232828e67
0,1,Tor Troeng,0,6 of 11,54%,16 of 23,1 of 1,100%,1,0,2:21,6 of 11,5 of 8,0 of 1,1 of 2,2 of 7,0 of 0,4 of 4,http://www.ufcstats.com/fight-details/7047b70f28c2d2fd
1,1,Adam Cella,0,2 of 12,16%,4 of 14,0 of 0,---,0,0,0:00,2 of 12,1 of 8,0 of 2,1 of 2,2 of 12,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/7047b70f28c2d2fd
0,1,Chris Spang,0,1 of 16,6%,1 of 16,0 of 0,---,0,0,0:00,1 of 16,0 of 10,1 of 2,0 of 4,0 of 15,1 of 1,0 of 0,http://www.ufcstats.com/fight-details/9eb1ce435cc1536e
1,1,Adlan Amagov,0,10 of 23,43%,10 of 23,1 of 1,100%,0,0,0:03,10 of 23,2 of 4,1 of 2,7 of 17,9 of 22,0 of 0,1 of 1,http://www.ufcstats.com/fight-details/9eb1ce435cc1536e
2,2,Chris Spang,0,2 of 12,16%,13 of 23,0 of 0,---,0,0,0:00,2 of 12,0 of 9,0 of 0,2 of 3,2 of 11,0 of 1,0 of 0,http://www.ufcstats.com/fight-details/9eb1ce435cc1536e
3,2,Adlan Amagov,0,7 of 25,28%,25 of 43,2 of 4,50%,0,0,2:31,7 of 25,4 of 18,2 of 3,1 of 4,6 of 21,0 of 1,1 of 3,http://www.ufcstats.com/fight-details/9eb1ce435cc1536e
4,3,Chris Spang,0,2 of 29,6%,10 of 37,0 of 0,---,0,0,0:00,2 of 29,1 of 25,0 of 2,1 of 2,2 of 27,0 of 2,0 of 0,http://www.ufcstats.com/fight-details/9eb1ce435cc1536e
5,3,Adlan Amagov,0,21 of 51,41%,22 of 52,3 of 5,60%,0,0,1:55,21 of 51,6 of 31,2 of 4,13 of 16,11 of 34,10 of 15,0 of 2,http://www.ufcstats.com/fight-details/9eb1ce435cc1536e
0,1,Marcus Brimage,0,12 of 41,29%,12 of 41,0 of 0,---,0,0,0:00,12 of 41,7 of 34,2 of 2,3 of 5,12 of 41,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/24393bea0c4cf49a
1,1,Conor McGregor,1,21 of 35,60%,22 of 36,0 of 0,---,0,0,0:05,21 of 35,20 of 34,1 of 1,0 of 0,16 of 29,0 of 0,5 of 6,http://www.ufcstats.com/fight-details/24393bea0c4cf49a
0,1,Ben Alloway,0,2 of 5,40%,6 of 10,0 of 0,---,0,0,0:00,2 of 5,1 of 4,1 of 1,0 of 0,2 of 5,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/8b0ff8defc1a14f4
1,1,Ryan LaFlare,0,10 of 22,45%,24 of 38,3 of 3,100%,0,0,4:09,10 of 22,7 of 19,3 of 3,0 of 0,0 of 3,6 of 12,4 of 7,http://www.ufcstats.com/fight-details/8b0ff8defc1a14f4
2,2,Ben Alloway,0,3 of 11,27%,8 of 18,1 of 1,100%,0,0,1:05,3 of 11,2 of 8,0 of 0,1 of 3,2 of 9,0 of 1,1 of 1,http://www.ufcstats.com/fight-details/8b0ff8defc1a14f4
3,2,Ryan LaFlare,0,17 of 40,42%,22 of 47,2 of 3,66%,1,0,2:05,17 of 40,8 of 27,7 of 11,2 of 2,10 of 22,6 of 14,1 of 4,http://www.ufcstats.com/fight-details/8b0ff8defc1a14f4
4,3,Ben Alloway,0,4 of 12,33%,11 of 19,0 of 1,0%,0,0,0:23,4 of 12,4 of 11,0 of 1,0 of 0,4 of 11,0 of 1,0 of 0,http://www.ufcstats.com/fight-details/8b0ff8defc1a14f4
5,3,Ryan LaFlare,0,10 of 28,35%,11 of 30,1 of 2,50%,0,1,3:28,10 of 28,8 of 20,2 of 7,0 of 1,2 of 6,5 of 15,3 of 7,http://www.ufcstats.com/fight-details/8b0ff8defc1a14f4
0,1,Michael Kuiper,0,13 of 22,59%,22 of 33,3 of 3,100%,0,0,1:31,13 of 22,10 of 16,3 of 5,0 of 1,0 of 1,4 of 6,9 of 15,http://www.ufcstats.com/fight-details/438f5404c43303b8
1,1,Tom Lawlor,0,6 of 8,75%,9 of 11,0 of 7,0%,0,0,2:50,6 of 8,3 of 5,3 of 3,0 of 0,1 of 3,5 of 5,0 of 0,http://www.ufcstats.com/fight-details/438f5404c43303b8
2,2,Michael Kuiper,0,1 of 7,14%,1 of 7,0 of 0,---,0,0,0:39,1 of 7,1 of 5,0 of 1,0 of 1,1 of 7,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/438f5404c43303b8
3,2,Tom Lawlor,0,1 of 5,20%,1 of 5,0 of 0,---,1,0,0:00,1 of 5,1 of 5,0 of 0,0 of 0,1 of 5,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/438f5404c43303b8
0,1,Papy Abedi,0,17 of 31,54%,25 of 39,2 of 2,100%,0,0,2:32,17 of 31,4 of 13,10 of 11,3 of 7,3 of 9,8 of 10,6 of 12,http://www.ufcstats.com/fight-details/e67e15cc6578d1c3
1,1,Besam Yousef,0,12 of 23,52%,29 of 43,0 of 0,---,0,0,0:50,12 of 23,6 of 16,4 of 5,2 of 2,3 of 6,9 of 17,0 of 0,http://www.ufcstats.com/fight-details/e67e15cc6578d1c3
2,2,Papy Abedi,0,23 of 33,69%,27 of 38,1 of 3,33%,0,0,1:39,23 of 33,7 of 13,16 of 18,0 of 2,5 of 9,12 of 16,6 of 8,http://www.ufcstats.com/fight-details/e67e15cc6578d1c3
3,2,Besam Yousef,0,16 of 33,48%,62 of 83,1 of 2,50%,0,0,1:22,16 of 33,7 of 24,8 of 8,1 of 1,1 of 4,15 of 29,0 of 0,http://www.ufcstats.com/fight-details/e67e15cc6578d1c3
4,3,Papy Abedi,0,13 of 16,81%,17 of 20,1 of 1,100%,0,0,1:26,13 of 16,3 of 5,9 of 10,1 of 1,2 of 3,7 of 8,4 of 5,http://www.ufcstats.com/fight-details/e67e15cc6578d1c3
5,3,Besam Yousef,0,15 of 23,65%,51 of 59,1 of 1,100%,0,0,2:13,15 of 23,9 of 15,6 of 6,0 of 2,4 of 9,11 of 13,0 of 1,http://www.ufcstats.com/fight-details/e67e15cc6578d1c3
0,1,Georges St-Pierre,0,12 of 21,57%,54 of 68,3 of 3,100%,0,0,4:50,12 of 21,9 of 18,1 of 1,2 of 2,2 of 3,2 of 2,8 of 16,http://www.ufcstats.com/fight-details/e5e3c3a055df3016
1,1,Nick Diaz,0,1 of 4,25%,6 of 9,0 of 0,---,0,0,0:00,1 of 4,1 of 4,0 of 0,0 of 0,1 of 4,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/e5e3c3a055df3016
2,2,Georges St-Pierre,0,18 of 29,62%,41 of 58,1 of 1,100%,0,0,3:16,18 of 29,11 of 18,4 of 5,3 of 6,8 of 17,1 of 1,9 of 11,http://www.ufcstats.com/fight-details/e5e3c3a055df3016
3,2,Nick Diaz,0,3 of 20,15%,18 of 35,0 of 0,---,0,0,0:00,3 of 20,2 of 15,1 of 3,0 of 2,3 of 20,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/e5e3c3a055df3016
4,3,Georges St-Pierre,0,28 of 54,51%,40 of 67,2 of 5,40%,0,0,1:30,28 of 54,21 of 44,3 of 6,4 of 4,23 of 46,0 of 0,5 of 8,http://www.ufcstats.com/fight-details/e5e3c3a055df3016
5,3,Nick Diaz,0,15 of 42,35%,17 of 44,0 of 0,---,0,0,0:00,15 of 42,12 of 38,1 of 2,2 of 2,15 of 42,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/e5e3c3a055df3016
6,4,Georges St-Pierre,0,24 of 31,77%,38 of 46,2 of 5,40%,0,0,2:12,24 of 31,17 of 24,4 of 4,3 of 3,20 of 27,1 of 1,3 of 3,http://www.ufcstats.com/fight-details/e5e3c3a055df3016
7,4,Nick Diaz,0,11 of 38,28%,17 of 44,0 of 0,---,1,0,0:00,11 of 38,2 of 24,9 of 13,0 of 1,2 of 27,9 of 11,0 of 0,http://www.ufcstats.com/fight-details/e5e3c3a055df3016
8,5,Georges St-Pierre,0,23 of 32,71%,37 of 46,1 of 2,50%,0,0,1:56,23 of 32,11 of 19,10 of 11,2 of 2,9 of 13,7 of 8,7 of 11,http://www.ufcstats.com/fight-details/e5e3c3a055df3016
9,5,Nick Diaz,0,11 of 32,34%,22 of 44,0 of 0,---,0,0,0:36,11 of 32,2 of 18,8 of 11,1 of 3,3 of 20,8 of 12,0 of 0,http://www.ufcstats.com/fight-details/e5e3c3a055df3016
0,1,Carlos Condit,0,15 of 39,38%,25 of 52,0 of 0,---,0,0,0:24,15 of 39,11 of 32,2 of 3,2 of 4,12 of 36,0 of 0,3 of 3,http://www.ufcstats.com/fight-details/29398b15b94c3847
1,1,Johny Hendricks,0,14 of 34,41%,22 of 42,4 of 5,80%,0,0,2:18,14 of 34,12 of 32,2 of 2,0 of 0,10 of 27,2 of 5,2 of 2,http://www.ufcstats.com/fight-details/29398b15b94c3847
2,2,Carlos Condit,0,13 of 49,26%,24 of 60,0 of 0,---,0,0,0:00,13 of 49,7 of 36,5 of 10,1 of 3,12 of 47,1 of 2,0 of 0,http://www.ufcstats.com/fight-details/29398b15b94c3847
3,2,Johny Hendricks,0,12 of 27,44%,26 of 41,4 of 5,80%,0,0,2:40,12 of 27,10 of 22,2 of 2,0 of 3,8 of 22,1 of 1,3 of 4,http://www.ufcstats.com/fight-details/29398b15b94c3847
4,3,Carlos Condit,0,14 of 57,24%,45 of 89,0 of 0,---,0,0,0:00,14 of 57,8 of 50,3 of 3,3 of 4,10 of 47,1 of 7,3 of 3,http://www.ufcstats.com/fight-details/29398b15b94c3847
5,3,Johny Hendricks,0,4 of 10,40%,21 of 29,4 of 5,80%,0,0,3:03,4 of 10,3 of 8,0 of 1,1 of 1,2 of 7,2 of 3,0 of 0,http://www.ufcstats.com/fight-details/29398b15b94c3847
0,1,Jake Ellenberger,1,13 of 25,52%,13 of 25,0 of 0,---,0,0,0:03,13 of 25,8 of 20,2 of 2,3 of 3,11 of 21,0 of 0,2 of 4,http://www.ufcstats.com/fight-details/5adcbd20eed3795d
1,1,Nate Marquardt,0,13 of 23,56%,13 of 23,0 of 0,---,0,0,0:00,13 of 23,2 of 11,1 of 1,10 of 11,13 of 23,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/5adcbd20eed3795d
0,1,Nick Ring,0,27 of 72,37%,27 of 72,0 of 0,---,0,0,0:00,27 of 72,6 of 41,6 of 12,15 of 19,25 of 70,2 of 2,0 of 0,http://www.ufcstats.com/fight-details/79dcde3ad50f6165
1,1,Chris Camozzi,0,15 of 73,20%,15 of 73,0 of 0,---,0,0,0:00,15 of 73,10 of 65,1 of 2,4 of 6,15 of 71,0 of 2,0 of 0,http://www.ufcstats.com/fight-details/79dcde3ad50f6165
2,2,Nick Ring,0,29 of 78,37%,29 of 78,0 of 0,---,0,0,0:00,29 of 78,15 of 54,3 of 10,11 of 14,29 of 78,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/79dcde3ad50f6165
3,2,Chris Camozzi,0,19 of 75,25%,19 of 75,0 of 0,---,0,0,0:02,19 of 75,14 of 69,1 of 2,4 of 4,17 of 71,2 of 4,0 of 0,http://www.ufcstats.com/fight-details/79dcde3ad50f6165
4,3,Nick Ring,0,30 of 75,40%,30 of 75,0 of 1,0%,0,0,0:00,30 of 75,12 of 53,1 of 3,17 of 19,30 of 75,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/79dcde3ad50f6165
5,3,Chris Camozzi,0,30 of 99,30%,33 of 102,0 of 0,---,0,0,0:18,30 of 99,24 of 91,3 of 4,3 of 4,28 of 97,2 of 2,0 of 0,http://www.ufcstats.com/fight-details/79dcde3ad50f6165
0,1,Mike Ricci,0,18 of 52,34%,18 of 52,0 of 0,---,0,0,0:00,18 of 52,12 of 34,5 of 14,1 of 4,18 of 52,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/cc6e74d0558b7340
1,1,Colin Fletcher,0,15 of 54,27%,17 of 56,0 of 0,---,0,0,0:08,15 of 54,2 of 20,6 of 13,7 of 21,14 of 53,1 of 1,0 of 0,http://www.ufcstats.com/fight-details/cc6e74d0558b7340
2,2,Mike Ricci,0,17 of 41,41%,21 of 45,1 of 1,100%,0,0,1:47,17 of 41,12 of 31,5 of 9,0 of 1,13 of 36,1 of 1,3 of 4,http://www.ufcstats.com/fight-details/cc6e74d0558b7340
3,2,Colin Fletcher,0,10 of 37,27%,14 of 41,0 of 1,0%,0,0,0:20,10 of 37,2 of 16,3 of 9,5 of 12,9 of 35,1 of 2,0 of 0,http://www.ufcstats.com/fight-details/cc6e74d0558b7340
4,3,Mike Ricci,0,12 of 44,27%,16 of 48,1 of 1,100%,0,0,1:52,12 of 44,10 of 33,2 of 6,0 of 5,5 of 35,2 of 2,5 of 7,http://www.ufcstats.com/fight-details/cc6e74d0558b7340
5,3,Colin Fletcher,0,12 of 36,33%,30 of 55,0 of 1,0%,0,0,0:47,12 of 36,7 of 23,1 of 3,4 of 10,9 of 32,1 of 1,2 of 3,http://www.ufcstats.com/fight-details/cc6e74d0558b7340
0,1,Patrick Cote,0,26 of 46,56%,46 of 68,0 of 1,0%,0,0,0:53,26 of 46,19 of 38,3 of 4,4 of 4,22 of 40,2 of 3,2 of 3,http://www.ufcstats.com/fight-details/d0797451df1de80f
1,1,Bobby Voelker,0,15 of 39,38%,36 of 62,1 of 1,100%,0,0,2:15,15 of 39,10 of 34,3 of 3,2 of 2,6 of 26,5 of 7,4 of 6,http://www.ufcstats.com/fight-details/d0797451df1de80f
2,2,Patrick Cote,0,36 of 73,49%,40 of 77,0 of 2,0%,0,0,1:30,36 of 73,27 of 58,4 of 10,5 of 5,25 of 55,11 of 18,0 of 0,http://www.ufcstats.com/fight-details/d0797451df1de80f
3,2,Bobby Voelker,0,37 of 80,46%,46 of 90,0 of 1,0%,0,0,0:34,37 of 80,23 of 60,7 of 12,7 of 8,21 of 58,16 of 22,0 of 0,http://www.ufcstats.com/fight-details/d0797451df1de80f
4,3,Patrick Cote,0,10 of 16,62%,11 of 17,0 of 3,0%,0,0,1:19,10 of 16,6 of 11,2 of 3,2 of 2,8 of 14,2 of 2,0 of 0,http://www.ufcstats.com/fight-details/d0797451df1de80f
5,3,Bobby Voelker,0,31 of 56,55%,71 of 113,3 of 3,100%,0,0,2:54,31 of 56,22 of 45,4 of 4,5 of 7,11 of 25,9 of 12,11 of 19,http://www.ufcstats.com/fight-details/d0797451df1de80f
0,1,Antonio Carvalho,0,9 of 27,33%,13 of 31,0 of 0,---,0,0,0:06,9 of 27,7 of 25,0 of 0,2 of 2,6 of 23,3 of 4,0 of 0,http://www.ufcstats.com/fight-details/7b9de06ef8c09ba6
1,1,Darren Elkins,1,14 of 54,25%,19 of 59,0 of 2,0%,0,0,0:21,14 of 54,8 of 47,4 of 5,2 of 2,6 of 41,8 of 13,0 of 0,http://www.ufcstats.com/fight-details/7b9de06ef8c09ba6
0,1,Dan Miller,0,11 of 37,29%,11 of 37,1 of 1,100%,1,0,0:33,11 of 37,4 of 26,4 of 8,3 of 3,11 of 37,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/b6c46c3c239e7863
1,1,Jordan Mein,1,29 of 53,54%,29 of 53,0 of 0,---,0,0,0:18,29 of 53,25 of 49,4 of 4,0 of 0,16 of 35,13 of 18,0 of 0,http://www.ufcstats.com/fight-details/b6c46c3c239e7863
0,1,John Makdessi,0,11 of 41,26%,11 of 41,0 of 0,---,0,0,0:00,11 of 41,4 of 24,3 of 12,4 of 5,11 of 41,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/0bd0ca01a255038c
1,1,Daron Cruickshank,0,12 of 54,22%,12 of 54,0 of 1,0%,0,0,0:02,12 of 54,5 of 44,2 of 5,5 of 5,12 of 54,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/0bd0ca01a255038c
2,2,John Makdessi,0,28 of 62,45%,28 of 62,0 of 0,---,0,0,0:00,28 of 62,19 of 51,6 of 8,3 of 3,28 of 59,0 of 3,0 of 0,http://www.ufcstats.com/fight-details/0bd0ca01a255038c
3,2,Daron Cruickshank,0,23 of 70,32%,23 of 70,0 of 1,0%,0,0,0:00,23 of 70,15 of 60,4 of 6,4 of 4,23 of 70,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/0bd0ca01a255038c
4,3,John Makdessi,0,47 of 92,51%,49 of 94,0 of 0,---,0,0,0:11,47 of 92,35 of 78,8 of 10,4 of 4,46 of 89,1 of 2,0 of 1,http://www.ufcstats.com/fight-details/0bd0ca01a255038c
5,3,Daron Cruickshank,0,16 of 74,21%,16 of 74,0 of 2,0%,0,0,0:00,16 of 74,12 of 62,1 of 8,3 of 4,15 of 73,0 of 0,1 of 1,http://www.ufcstats.com/fight-details/0bd0ca01a255038c
0,1,Rick Story,1,20 of 49,40%,26 of 55,1 of 1,100%,0,0,0:07,20 of 49,10 of 35,7 of 9,3 of 5,15 of 41,1 of 2,4 of 6,http://www.ufcstats.com/fight-details/9030c92a161afaf9
1,1,Quinn Mulhern,0,9 of 50,18%,9 of 51,0 of 1,0%,0,0,0:00,9 of 50,8 of 42,1 of 8,0 of 0,9 of 50,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/9030c92a161afaf9
0,1,TJ Dillashaw,0,22 of 48,45%,31 of 57,2 of 3,66%,0,0,2:51,22 of 48,5 of 23,3 of 6,14 of 19,7 of 29,14 of 18,1 of 1,http://www.ufcstats.com/fight-details/9c3db86db300119e
1,1,Issei Tamura,0,11 of 19,57%,17 of 27,0 of 1,0%,0,0,0:00,11 of 19,4 of 10,4 of 6,3 of 3,4 of 11,7 of 8,0 of 0,http://www.ufcstats.com/fight-details/9c3db86db300119e
2,2,TJ Dillashaw,1,8 of 9,88%,8 of 9,0 of 0,---,0,0,0:04,8 of 9,8 of 9,0 of 0,0 of 0,1 of 2,0 of 0,7 of 7,http://www.ufcstats.com/fight-details/9c3db86db300119e
3,2,Issei Tamura,0,0 of 1,0%,0 of 1,0 of 0,---,0,0,0:00,0 of 1,0 of 0,0 of 0,0 of 1,0 of 1,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/9c3db86db300119e
0,1,George Roop,0,16 of 42,38%,41 of 69,0 of 0,---,0,0,0:00,16 of 42,8 of 28,5 of 8,3 of 6,7 of 32,0 of 0,9 of 10,http://www.ufcstats.com/fight-details/8e4650807ea06626
1,1,Reuben Duran,0,14 of 33,42%,28 of 47,1 of 1,100%,0,0,2:56,14 of 33,12 of 31,0 of 0,2 of 2,8 of 20,0 of 0,6 of 13,http://www.ufcstats.com/fight-details/8e4650807ea06626
2,2,George Roop,0,5 of 14,35%,33 of 42,1 of 1,100%,1,0,2:05,5 of 14,4 of 11,1 of 3,0 of 0,1 of 9,2 of 3,2 of 2,http://www.ufcstats.com/fight-details/8e4650807ea06626
