,Round,Fighter,KD,Sig. str.,Sig. str. %,Total str.,Td %,Td %,Sub. att,Rev.,Ctrl,Sig. str,Head,Body,Leg,Distance,Clinch,Ground,URL
2,2,Alistair Overeem,0,22 of 28,78%,25 of 32,0 of 0,---,0,0,2:54,22 of 28,3 of 8,18 of 19,1 of 1,5 of 10,17 of 18,0 of 0,http://www.ufcstats.com/fight-details/c79b862be039d9f0
3,2,Mark Hunt,0,10 of 17,58%,15 of 23,0 of 0,---,0,0,0:00,10 of 17,8 of 15,2 of 2,0 of 0,4 of 9,6 of 8,0 of 0,http://www.ufcstats.com/fight-details/c79b862be039d9f0
4,3,Alistair Overeem,1,9 of 10,90%,10 of 11,0 of 0,---,0,0,0:39,9 of 10,4 of 5,4 of 4,1 of 1,4 of 4,5 of 6,0 of 0,http://www.ufcstats.com/fight-details/c79b862be039d9f0
5,3,Mark Hunt,0,2 of 8,25%,2 of 8,0 of 0,---,0,0,0:00,2 of 8,1 of 7,0 of 0,1 of 1,1 of 7,1 of 1,0 of 0,http://www.ufcstats.com/fight-details/c79b862be039d9f0
0,1,Marcin Tybura,0,10 of 12,83%,35 of 44,1 of 1,100%,0,0,1:34,10 of 12,4 of 6,6 of 6,0 of 0,3 of 5,6 of 6,1 of 1,http://www.ufcstats.com/fight-details/42ad1437a1280294
1,1,Luis Henrique,0,5 of 7,71%,22 of 27,2 of 4,50%,0,0,2:35,5 of 7,3 of 5,2 of 2,0 of 0,1 of 2,4 of 5,0 of 0,http://www.ufcstats.com/fight-details/42ad1437a1280294
2,2,Marcin Tybura,0,10 of 19,52%,33 of 42,0 of 0,---,0,0,0:00,10 of 19,9 of 18,1 of 1,0 of 0,3 of 11,7 of 8,0 of 0,http://www.ufcstats.com/fight-details/42ad1437a1280294
3,2,Luis Henrique,0,6 of 11,54%,25 of 32,1 of 5,20%,0,0,3:56,6 of 11,2 of 6,2 of 2,2 of 3,0 of 2,6 of 9,0 of 0,http://www.ufcstats.com/fight-details/42ad1437a1280294
4,3,Marcin Tybura,0,30 of 35,85%,76 of 88,0 of 1,0%,0,0,1:19,30 of 35,28 of 33,2 of 2,0 of 0,5 of 9,7 of 7,18 of 19,http://www.ufcstats.com/fight-details/42ad1437a1280294
5,3,Luis Henrique,0,3 of 7,42%,12 of 19,0 of 2,0%,1,0,1:52,3 of 7,2 of 6,1 of 1,0 of 0,0 of 4,3 of 3,0 of 0,http://www.ufcstats.com/fight-details/42ad1437a1280294
0,1,Mirsad Bektic,0,39 of 57,68%,102 of 129,1 of 1,100%,0,0,4:21,39 of 57,38 of 55,1 of 2,0 of 0,6 of 18,0 of 0,33 of 39,http://www.ufcstats.com/fight-details/3b536afcc9098925
1,1,Darren Elkins,0,3 of 11,27%,6 of 14,0 of 0,---,0,0,0:00,3 of 11,3 of 11,0 of 0,0 of 0,3 of 11,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/3b536afcc9098925
2,2,Mirsad Bektic,0,16 of 22,72%,39 of 48,2 of 5,40%,0,0,3:26,16 of 22,12 of 17,3 of 3,1 of 2,6 of 11,7 of 8,3 of 3,http://www.ufcstats.com/fight-details/3b536afcc9098925
3,2,Darren Elkins,0,13 of 21,61%,44 of 54,0 of 1,0%,0,0,0:38,13 of 21,5 of 13,6 of 6,2 of 2,0 of 8,6 of 6,7 of 7,http://www.ufcstats.com/fight-details/3b536afcc9098925
4,3,Mirsad Bektic,0,5 of 19,26%,5 of 19,1 of 4,25%,0,0,1:17,5 of 19,5 of 19,0 of 0,0 of 0,5 of 19,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/3b536afcc9098925
5,3,Darren Elkins,1,12 of 27,44%,22 of 41,0 of 0,---,1,1,0:44,12 of 27,6 of 21,4 of 4,2 of 2,3 of 17,4 of 5,5 of 5,http://www.ufcstats.com/fight-details/3b536afcc9098925
0,1,Iuri Alcantara,0,13 of 41,31%,15 of 43,1 of 1,100%,0,0,0:03,13 of 41,5 of 32,5 of 6,3 of 3,10 of 38,0 of 0,3 of 3,http://www.ufcstats.com/fight-details/4804776154430aad
1,1,Luke Sanders,0,75 of 94,79%,107 of 132,1 of 1,100%,0,0,2:40,75 of 94,73 of 91,2 of 3,0 of 0,8 of 22,0 of 0,67 of 72,http://www.ufcstats.com/fight-details/4804776154430aad
2,2,Iuri Alcantara,0,10 of 34,29%,12 of 36,0 of 1,0%,1,0,0:03,10 of 34,7 of 27,0 of 4,3 of 3,9 of 33,1 of 1,0 of 0,http://www.ufcstats.com/fight-details/4804776154430aad
3,2,Luke Sanders,0,19 of 40,47%,27 of 50,0 of 1,0%,0,0,0:58,19 of 40,17 of 36,2 of 4,0 of 0,7 of 25,4 of 6,8 of 9,http://www.ufcstats.com/fight-details/4804776154430aad
0,1,Mark Godbeer,0,33 of 64,51%,33 of 64,0 of 0,---,0,0,0:01,33 of 64,12 of 35,11 of 16,10 of 13,30 of 58,3 of 6,0 of 0,http://www.ufcstats.com/fight-details/08b65f5009c34997
1,1,Daniel Spitz,0,16 of 46,34%,17 of 47,0 of 0,---,0,0,0:00,16 of 46,9 of 36,3 of 4,4 of 6,15 of 42,1 of 4,0 of 0,http://www.ufcstats.com/fight-details/08b65f5009c34997
2,2,Mark Godbeer,0,32 of 56,57%,37 of 62,0 of 0,---,0,0,0:32,32 of 56,20 of 40,10 of 14,2 of 2,21 of 42,11 of 14,0 of 0,http://www.ufcstats.com/fight-details/08b65f5009c34997
3,2,Daniel Spitz,0,20 of 39,51%,28 of 48,1 of 2,50%,0,0,1:00,20 of 39,13 of 32,6 of 6,1 of 1,14 of 33,6 of 6,0 of 0,http://www.ufcstats.com/fight-details/08b65f5009c34997
4,3,Mark Godbeer,0,27 of 47,57%,30 of 50,0 of 0,---,0,0,0:40,27 of 47,18 of 36,8 of 10,1 of 1,23 of 42,4 of 5,0 of 0,http://www.ufcstats.com/fight-details/08b65f5009c34997
5,3,Daniel Spitz,0,15 of 51,29%,29 of 65,0 of 0,---,0,0,0:04,15 of 51,11 of 45,4 of 6,0 of 0,14 of 48,1 of 3,0 of 0,http://www.ufcstats.com/fight-details/08b65f5009c34997
0,1,Tyson Pedro,1,23 of 35,65%,34 of 46,0 of 0,---,0,0,2:37,23 of 35,18 of 28,3 of 4,2 of 3,4 of 9,8 of 15,11 of 11,http://www.ufcstats.com/fight-details/6db4d7827082d5b9
1,1,Paul Craig,0,12 of 24,50%,29 of 47,0 of 3,0%,0,0,0:06,12 of 24,2 of 13,7 of 8,3 of 3,4 of 16,8 of 8,0 of 0,http://www.ufcstats.com/fight-details/6db4d7827082d5b9
0,1,Albert Morales,0,27 of 56,48%,27 of 56,0 of 0,---,0,0,0:00,27 of 56,11 of 35,0 of 0,16 of 21,26 of 55,1 of 1,0 of 0,http://www.ufcstats.com/fight-details/2d4743a82fc55642
1,1,Andre Soukhamthath,0,16 of 51,31%,16 of 51,0 of 0,---,0,0,0:00,16 of 51,9 of 39,3 of 6,4 of 6,15 of 50,1 of 1,0 of 0,http://www.ufcstats.com/fight-details/2d4743a82fc55642
2,2,Albert Morales,0,6 of 28,21%,12 of 37,1 of 3,33%,0,0,1:26,6 of 28,3 of 23,0 of 0,3 of 5,4 of 25,2 of 3,0 of 0,http://www.ufcstats.com/fight-details/2d4743a82fc55642
3,2,Andre Soukhamthath,0,9 of 28,32%,22 of 42,0 of 0,---,0,0,1:49,9 of 28,4 of 22,2 of 3,3 of 3,4 of 22,1 of 2,4 of 4,http://www.ufcstats.com/fight-details/2d4743a82fc55642
4,3,Albert Morales,0,23 of 48,47%,40 of 79,0 of 0,---,0,0,3:16,23 of 48,20 of 45,2 of 2,1 of 1,17 of 42,0 of 0,6 of 6,http://www.ufcstats.com/fight-details/2d4743a82fc55642
5,3,Andre Soukhamthath,0,21 of 37,56%,35 of 55,0 of 1,0%,0,0,0:29,21 of 37,12 of 20,9 of 16,0 of 1,15 of 31,0 of 0,6 of 6,http://www.ufcstats.com/fight-details/2d4743a82fc55642
0,1,Derrick Lewis,0,4 of 18,22%,4 of 18,0 of 0,---,0,0,0:10,4 of 18,2 of 14,0 of 2,2 of 2,3 of 17,1 of 1,0 of 0,http://www.ufcstats.com/fight-details/ab14dbff9d2ae41a
1,1,Travis Browne,0,18 of 35,51%,20 of 37,0 of 0,---,0,0,0:04,18 of 35,0 of 8,10 of 19,8 of 8,18 of 34,0 of 0,0 of 1,http://www.ufcstats.com/fight-details/ab14dbff9d2ae41a
2,2,Derrick Lewis,1,35 of 53,66%,35 of 53,0 of 0,---,0,0,1:30,35 of 53,35 of 53,0 of 0,0 of 0,18 of 33,0 of 0,17 of 20,http://www.ufcstats.com/fight-details/ab14dbff9d2ae41a
3,2,Travis Browne,0,3 of 12,25%,3 of 12,0 of 1,0%,0,0,0:00,3 of 12,0 of 6,2 of 4,1 of 2,3 of 11,0 of 1,0 of 0,http://www.ufcstats.com/fight-details/ab14dbff9d2ae41a
0,1,Johny Hendricks,0,11 of 24,45%,19 of 33,0 of 0,---,0,0,0:00,11 of 24,3 of 16,2 of 2,6 of 6,8 of 20,3 of 4,0 of 0,http://www.ufcstats.com/fight-details/a5d24caed8afbeef
1,1,Hector Lombard,0,6 of 24,25%,12 of 30,1 of 4,25%,0,0,1:27,6 of 24,5 of 22,1 of 2,0 of 0,6 of 23,0 of 1,0 of 0,http://www.ufcstats.com/fight-details/a5d24caed8afbeef
2,2,Johny Hendricks,0,19 of 54,35%,27 of 62,0 of 0,---,0,0,0:00,19 of 54,14 of 46,2 of 4,3 of 4,13 of 47,6 of 7,0 of 0,http://www.ufcstats.com/fight-details/a5d24caed8afbeef
3,2,Hector Lombard,0,17 of 41,41%,17 of 41,0 of 3,0%,0,0,0:29,17 of 41,10 of 32,3 of 5,4 of 4,14 of 38,3 of 3,0 of 0,http://www.ufcstats.com/fight-details/a5d24caed8afbeef
4,3,Johny Hendricks,0,21 of 58,36%,23 of 60,0 of 0,---,0,0,0:00,21 of 58,15 of 49,3 of 4,3 of 5,17 of 54,4 of 4,0 of 0,http://www.ufcstats.com/fight-details/a5d24caed8afbeef
5,3,Hector Lombard,0,14 of 38,36%,14 of 38,1 of 2,50%,0,0,0:06,14 of 38,7 of 26,4 of 8,3 of 4,13 of 37,1 of 1,0 of 0,http://www.ufcstats.com/fight-details/a5d24caed8afbeef
0,1,Sam Sicilia,0,2 of 12,16%,2 of 12,0 of 0,---,0,0,0:00,2 of 12,1 of 9,0 of 2,1 of 1,2 of 12,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/112e6a0ddce893e6
1,1,Gavin Tucker,0,18 of 47,38%,18 of 47,0 of 0,---,0,0,0:00,18 of 47,7 of 34,4 of 6,7 of 7,17 of 46,1 of 1,0 of 0,http://www.ufcstats.com/fight-details/112e6a0ddce893e6
2,2,Sam Sicilia,0,2 of 24,8%,2 of 24,0 of 0,---,0,0,0:00,2 of 24,2 of 22,0 of 1,0 of 1,2 of 24,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/112e6a0ddce893e6
3,2,Gavin Tucker,0,22 of 60,36%,22 of 60,0 of 0,---,0,0,0:00,22 of 60,8 of 39,3 of 10,11 of 11,22 of 60,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/112e6a0ddce893e6
4,3,Sam Sicilia,0,6 of 51,11%,6 of 52,0 of 0,---,0,0,0:26,6 of 51,6 of 49,0 of 2,0 of 0,5 of 48,1 of 3,0 of 0,http://www.ufcstats.com/fight-details/112e6a0ddce893e6
5,3,Gavin Tucker,0,15 of 56,26%,20 of 61,1 of 1,100%,0,0,0:15,15 of 56,10 of 47,5 of 9,0 of 0,14 of 53,1 of 3,0 of 0,http://www.ufcstats.com/fight-details/112e6a0ddce893e6
0,1,Elias Theodorou,0,12 of 51,23%,18 of 63,0 of 1,0%,0,0,0:39,12 of 51,2 of 33,5 of 10,5 of 8,11 of 50,1 of 1,0 of 0,http://www.ufcstats.com/fight-details/16e28dd989ee1dea
1,1,Cezar Ferreira,0,9 of 19,47%,9 of 19,0 of 0,---,0,0,0:00,9 of 19,4 of 14,3 of 3,2 of 2,9 of 19,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/16e28dd989ee1dea
2,2,Elias Theodorou,0,15 of 31,48%,32 of 48,1 of 2,50%,0,1,1:46,15 of 31,12 of 25,1 of 3,2 of 3,7 of 21,1 of 1,7 of 9,http://www.ufcstats.com/fight-details/16e28dd989ee1dea
3,2,Cezar Ferreira,0,1 of 9,11%,1 of 9,2 of 3,66%,2,0,0:48,1 of 9,0 of 5,0 of 2,1 of 2,1 of 7,0 of 2,0 of 0,http://www.ufcstats.com/fight-details/16e28dd989ee1dea
4,3,Elias Theodorou,0,11 of 34,32%,20 of 44,0 of 1,0%,0,1,0:17,11 of 34,4 of 22,2 of 3,5 of 9,10 of 33,1 of 1,0 of 0,http://www.ufcstats.com/fight-details/16e28dd989ee1dea
5,3,Cezar Ferreira,0,1 of 10,10%,1 of 10,1 of 3,33%,0,0,0:57,1 of 10,0 of 7,0 of 1,1 of 2,1 of 10,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/16e28dd989ee1dea
0,1,Sara McMann,0,7 of 14,50%,7 of 14,2 of 2,100%,1,0,1:02,7 of 14,6 of 13,1 of 1,0 of 0,3 of 5,0 of 0,4 of 9,http://www.ufcstats.com/fight-details/9c256e94c6b584b6
1,1,Gina Mazany,0,0 of 2,0%,0 of 2,0 of 0,---,0,0,0:00,0 of 2,0 of 2,0 of 0,0 of 0,0 of 1,0 of 1,0 of 0,http://www.ufcstats.com/fight-details/9c256e94c6b584b6
0,1,Paul Felder,1,23 of 71,32%,23 of 71,0 of 0,---,0,0,0:03,23 of 71,14 of 57,4 of 7,5 of 7,23 of 66,0 of 1,0 of 4,http://www.ufcstats.com/fight-details/f00ac5af033f44b4
1,1,Alex Ricci,0,21 of 59,35%,21 of 59,0 of 0,---,0,0,0:00,21 of 59,12 of 41,3 of 10,6 of 8,21 of 59,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/f00ac5af033f44b4
0,1,Nordine Taleb,0,14 of 37,37%,14 of 37,0 of 0,---,0,0,0:00,14 of 37,3 of 21,3 of 7,8 of 9,14 of 37,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/1db121859d2fcda8
1,1,Santiago Ponzinibbio,0,7 of 37,18%,7 of 37,0 of 0,---,0,0,0:00,7 of 37,5 of 33,0 of 2,2 of 2,7 of 37,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/1db121859d2fcda8
2,2,Nordine Taleb,0,8 of 29,27%,17 of 38,0 of 0,---,0,0,0:00,8 of 29,2 of 15,1 of 7,5 of 7,8 of 29,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/1db121859d2fcda8
3,2,Santiago Ponzinibbio,1,20 of 53,37%,32 of 65,0 of 0,---,0,0,1:58,20 of 53,13 of 44,5 of 7,2 of 2,15 of 42,0 of 0,5 of 11,http://www.ufcstats.com/fight-details/1db121859d2fcda8
4,3,Nordine Taleb,0,26 of 55,47%,26 of 55,0 of 0,---,0,0,0:00,26 of 55,10 of 31,4 of 9,12 of 15,26 of 55,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/1db121859d2fcda8
5,3,Santiago Ponzinibbio,0,26 of 81,32%,26 of 81,0 of 0,---,0,0,0:00,26 of 81,24 of 79,0 of 0,2 of 2,26 of 81,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/1db121859d2fcda8
0,1,Carla Esparza,0,10 of 29,34%,13 of 32,1 of 1,100%,0,0,1:16,10 of 29,10 of 29,0 of 0,0 of 0,5 of 22,0 of 0,5 of 7,http://www.ufcstats.com/fight-details/e4c4c54a10e06973
1,1,Randa Markos,0,26 of 49,53%,31 of 55,0 of 0,---,0,1,0:14,26 of 49,26 of 49,0 of 0,0 of 0,5 of 25,0 of 0,21 of 24,http://www.ufcstats.com/fight-details/e4c4c54a10e06973
2,2,Carla Esparza,0,13 of 51,25%,14 of 52,1 of 1,100%,1,0,1:05,13 of 51,13 of 50,0 of 1,0 of 0,13 of 50,0 of 1,0 of 0,http://www.ufcstats.com/fight-details/e4c4c54a10e06973
3,2,Randa Markos,0,10 of 25,40%,19 of 34,0 of 0,---,0,0,0:04,10 of 25,10 of 25,0 of 0,0 of 0,10 of 25,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/e4c4c54a10e06973
4,3,Carla Esparza,0,9 of 52,17%,10 of 53,2 of 8,25%,0,0,0:25,9 of 52,7 of 48,2 of 4,0 of 0,6 of 46,2 of 5,1 of 1,http://www.ufcstats.com/fight-details/e4c4c54a10e06973
5,3,Randa Markos,0,12 of 36,33%,12 of 37,0 of 0,---,0,0,0:00,12 of 36,11 of 35,1 of 1,0 of 0,12 of 35,0 of 1,0 of 0,http://www.ufcstats.com/fight-details/e4c4c54a10e06973
0,1,Aiemann Zahabi,0,12 of 35,34%,12 of 35,0 of 0,---,0,0,0:00,12 of 35,10 of 33,1 of 1,1 of 1,11 of 34,0 of 0,1 of 1,http://www.ufcstats.com/fight-details/ad9ecef413a5b48f
1,1,Reginaldo Vieira,0,24 of 73,32%,24 of 73,2 of 4,50%,0,0,0:33,24 of 73,8 of 52,5 of 9,11 of 12,21 of 68,1 of 3,2 of 2,http://www.ufcstats.com/fight-details/ad9ecef413a5b48f
2,2,Aiemann Zahabi,1,17 of 32,53%,18 of 33,0 of 0,---,0,0,0:12,17 of 32,15 of 29,1 of 2,1 of 1,15 of 27,0 of 1,2 of 4,http://www.ufcstats.com/fight-details/ad9ecef413a5b48f
3,2,Reginaldo Vieira,0,13 of 49,26%,22 of 58,0 of 4,0%,0,0,1:33,13 of 49,5 of 34,2 of 5,6 of 10,11 of 47,2 of 2,0 of 0,http://www.ufcstats.com/fight-details/ad9ecef413a5b48f
4,3,Aiemann Zahabi,0,15 of 45,33%,15 of 45,0 of 0,---,0,0,0:00,15 of 45,14 of 41,1 of 4,0 of 0,15 of 45,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/ad9ecef413a5b48f
5,3,Reginaldo Vieira,0,27 of 68,39%,27 of 68,0 of 5,0%,0,0,0:17,27 of 68,14 of 52,5 of 8,8 of 8,27 of 68,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/ad9ecef413a5b48f
0,1,Jack Marshman,1,5 of 36,13%,10 of 41,0 of 0,---,0,0,0:04,5 of 36,5 of 35,0 of 0,0 of 1,4 of 32,1 of 4,0 of 0,http://www.ufcstats.com/fight-details/e59aabdfba9d6c45
1,1,Thiago Santos,0,16 of 44,36%,21 of 49,1 of 2,50%,0,0,1:37,16 of 44,7 of 30,3 of 8,6 of 6,10 of 33,1 of 1,5 of 10,http://www.ufcstats.com/fight-details/e59aabdfba9d6c45
2,2,Jack Marshman,0,1 of 10,10%,1 of 10,0 of 0,---,0,0,0:00,1 of 10,1 of 9,0 of 1,0 of 0,1 of 10,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/e59aabdfba9d6c45
3,2,Thiago Santos,1,11 of 27,40%,11 of 27,0 of 0,---,0,0,0:03,11 of 27,7 of 20,1 of 4,3 of 3,8 of 22,0 of 0,3 of 5,http://www.ufcstats.com/fight-details/e59aabdfba9d6c45
0,1,Gerald Meerschaert,0,3 of 6,50%,5 of 9,0 of 0,---,1,0,0:00,3 of 6,2 of 5,0 of 0,1 of 1,3 of 6,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/c1d86f1e6d41cd03
1,1,Ryan Janes,0,3 of 8,37%,10 of 16,1 of 1,100%,0,0,1:18,3 of 8,3 of 8,0 of 0,0 of 0,3 of 7,0 of 0,0 of 1,http://www.ufcstats.com/fight-details/c1d86f1e6d41cd03
0,1,Holly Holm,0,18 of 42,42%,19 of 45,0 of 2,0%,0,0,0:36,18 of 42,4 of 25,2 of 3,12 of 14,17 of 41,1 of 1,0 of 0,http://www.ufcstats.com/fight-details/252074c8554bf30d
1,1,Germaine de Randamie,0,12 of 25,48%,15 of 28,0 of 1,0%,0,0,0:00,12 of 25,5 of 16,3 of 4,4 of 5,11 of 22,1 of 2,0 of 1,http://www.ufcstats.com/fight-details/252074c8554bf30d
2,2,Holly Holm,0,13 of 30,43%,28 of 45,0 of 2,0%,0,0,2:22,13 of 30,2 of 17,6 of 7,5 of 6,7 of 23,6 of 7,0 of 0,http://www.ufcstats.com/fight-details/252074c8554bf30d
3,2,Germaine de Randamie,0,19 of 34,55%,36 of 52,0 of 0,---,0,0,0:17,19 of 34,8 of 20,10 of 13,1 of 1,9 of 21,10 of 13,0 of 0,http://www.ufcstats.com/fight-details/252074c8554bf30d
4,3,Holly Holm,0,18 of 42,42%,19 of 43,0 of 2,0%,0,0,0:07,18 of 42,3 of 21,4 of 8,11 of 13,18 of 41,0 of 1,0 of 0,http://www.ufcstats.com/fight-details/252074c8554bf30d
5,3,Germaine de Randamie,0,16 of 39,41%,19 of 43,0 of 0,---,0,0,0:16,16 of 39,8 of 30,3 of 3,5 of 6,12 of 34,4 of 5,0 of 0,http://www.ufcstats.com/fight-details/252074c8554bf30d
6,4,Holly Holm,0,12 of 34,35%,19 of 44,0 of 2,0%,0,0,2:33,12 of 34,1 of 15,6 of 12,5 of 7,8 of 27,4 of 7,0 of 0,http://www.ufcstats.com/fight-details/252074c8554bf30d
7,4,Germaine de Randamie,0,16 of 26,61%,32 of 44,0 of 0,---,0,0,0:02,16 of 26,1 of 7,11 of 13,4 of 6,8 of 18,8 of 8,0 of 0,http://www.ufcstats.com/fight-details/252074c8554bf30d
8,5,Holly Holm,0,16 of 34,47%,37 of 58,0 of 1,0%,0,0,2:39,16 of 34,8 of 21,3 of 7,5 of 6,11 of 29,5 of 5,0 of 0,http://www.ufcstats.com/fight-details/252074c8554bf30d
9,5,Germaine de Randamie,0,17 of 26,65%,42 of 56,0 of 0,---,0,0,0:03,17 of 26,6 of 15,7 of 7,4 of 4,9 of 18,8 of 8,0 of 0,http://www.ufcstats.com/fight-details/252074c8554bf30d
0,1,Anderson Silva,0,8 of 20,40%,9 of 21,0 of 0,---,0,0,0:00,8 of 20,5 of 15,3 of 4,0 of 1,5 of 15,3 of 5,0 of 0,http://www.ufcstats.com/fight-details/d29750cee389a0b9
1,1,Derek Brunson,0,20 of 36,55%,43 of 60,0 of 2,0%,0,0,0:35,20 of 36,14 of 29,0 of 0,6 of 7,8 of 19,12 of 17,0 of 0,http://www.ufcstats.com/fight-details/d29750cee389a0b9
2,2,Anderson Silva,0,10 of 19,52%,17 of 26,0 of 0,---,0,0,0:00,10 of 19,7 of 15,2 of 3,1 of 1,10 of 18,0 of 1,0 of 0,http://www.ufcstats.com/fight-details/d29750cee389a0b9
3,2,Derek Brunson,0,9 of 21,42%,15 of 30,1 of 4,25%,0,0,1:11,9 of 21,4 of 14,2 of 2,3 of 5,8 of 18,1 of 3,0 of 0,http://www.ufcstats.com/fight-details/d29750cee389a0b9
4,3,Anderson Silva,0,25 of 39,64%,28 of 42,0 of 0,---,0,0,0:00,25 of 39,16 of 26,8 of 12,1 of 1,15 of 28,5 of 6,5 of 5,http://www.ufcstats.com/fight-details/d29750cee389a0b9
5,3,Derek Brunson,0,25 of 44,56%,60 of 94,1 of 4,25%,0,0,2:02,25 of 44,18 of 37,3 of 3,4 of 4,17 of 31,6 of 10,2 of 3,http://www.ufcstats.com/fight-details/d29750cee389a0b9
0,1,Jacare Souza,0,7 of 18,38%,15 of 30,1 of 2,50%,1,0,1:14,7 of 18,5 of 13,2 of 5,0 of 0,5 of 14,1 of 3,1 of 1,http://www.ufcstats.com/fight-details/ced241b99eab5f22
1,1,Tim Boetsch,0,6 of 10,60%,8 of 12,0 of 0,---,0,0,0:00,6 of 10,2 of 6,0 of 0,4 of 4,6 of 10,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/ced241b99eab5f22
0,1,Glover Teixeira,0,8 of 16,50%,30 of 46,1 of 1,100%,1,0,3:35,8 of 16,5 of 13,2 of 2,1 of 1,4 of 10,1 of 1,3 of 5,http://www.ufcstats.com/fight-details/244357514dd89bd6
1,1,Jared Cannonier,0,9 of 15,60%,19 of 25,0 of 0,---,0,0,0:10,9 of 15,8 of 14,1 of 1,0 of 0,6 of 10,2 of 4,1 of 1,http://www.ufcstats.com/fight-details/244357514dd89bd6
2,2,Glover Teixeira,0,13 of 26,50%,39 of 60,1 of 1,100%,0,0,2:29,13 of 26,11 of 24,2 of 2,0 of 0,10 of 23,0 of 0,3 of 3,http://www.ufcstats.com/fight-details/244357514dd89bd6
3,2,Jared Cannonier,0,11 of 29,37%,16 of 34,0 of 0,---,0,0,0:00,11 of 29,11 of 29,0 of 0,0 of 0,11 of 29,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/244357514dd89bd6
4,3,Glover Teixeira,0,3 of 11,27%,44 of 73,1 of 1,100%,0,0,4:34,3 of 11,3 of 10,0 of 1,0 of 0,0 of 3,0 of 0,3 of 8,http://www.ufcstats.com/fight-details/244357514dd89bd6
5,3,Jared Cannonier,0,1 of 2,50%,5 of 7,0 of 0,---,0,0,0:00,1 of 2,0 of 1,0 of 0,1 of 1,1 of 2,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/244357514dd89bd6
0,1,Dustin Poirier,0,30 of 70,42%,34 of 74,0 of 0,---,0,1,0:31,30 of 70,19 of 56,4 of 6,7 of 8,23 of 61,6 of 8,1 of 1,http://www.ufcstats.com/fight-details/8b8f9485214f9e48
1,1,Jim Miller,0,22 of 54,40%,24 of 57,1 of 2,50%,0,0,0:34,22 of 54,10 of 42,9 of 9,3 of 3,18 of 50,4 of 4,0 of 0,http://www.ufcstats.com/fight-details/8b8f9485214f9e48
2,2,Dustin Poirier,0,51 of 108,47%,58 of 115,1 of 1,100%,0,0,0:41,51 of 108,45 of 97,5 of 5,1 of 6,44 of 96,7 of 12,0 of 0,http://www.ufcstats.com/fight-details/8b8f9485214f9e48
3,2,Jim Miller,0,33 of 52,63%,36 of 55,0 of 2,0%,0,0,0:22,33 of 52,19 of 38,9 of 9,5 of 5,26 of 43,7 of 9,0 of 0,http://www.ufcstats.com/fight-details/8b8f9485214f9e48
4,3,Dustin Poirier,0,16 of 38,42%,30 of 54,2 of 2,100%,0,0,2:45,16 of 38,15 of 33,1 of 3,0 of 2,13 of 28,0 of 1,3 of 9,http://www.ufcstats.com/fight-details/8b8f9485214f9e48
5,3,Jim Miller,0,16 of 29,55%,23 of 38,0 of 2,0%,3,0,0:26,16 of 29,7 of 18,2 of 2,7 of 9,12 of 25,2 of 2,2 of 2,http://www.ufcstats.com/fight-details/8b8f9485214f9e48
0,1,Randy Brown,0,26 of 80,32%,26 of 80,0 of 0,---,0,0,0:00,26 of 80,16 of 60,4 of 7,6 of 13,26 of 80,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/f680e6ebe3bdfe3e
1,1,Belal Muhammad,0,39 of 84,46%,39 of 84,0 of 0,---,0,0,0:00,39 of 84,6 of 47,4 of 6,29 of 31,39 of 84,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/f680e6ebe3bdfe3e
2,2,Randy Brown,0,19 of 44,43%,23 of 48,0 of 0,---,0,0,0:07,19 of 44,14 of 36,2 of 2,3 of 6,18 of 43,1 of 1,0 of 0,http://www.ufcstats.com/fight-details/f680e6ebe3bdfe3e
3,2,Belal Muhammad,0,28 of 51,54%,55 of 82,1 of 3,33%,0,0,2:07,28 of 51,16 of 37,1 of 1,11 of 13,18 of 35,0 of 0,10 of 16,http://www.ufcstats.com/fight-details/f680e6ebe3bdfe3e
4,3,Randy Brown,0,7 of 21,33%,16 of 30,0 of 0,---,0,1,0:19,7 of 21,6 of 17,1 of 3,0 of 1,4 of 15,0 of 0,3 of 6,http://www.ufcstats.com/fight-details/f680e6ebe3bdfe3e
